RANK,SPECIES NAME (50 CFR PART 17),SCIENTIFIC NAME,STATUS,"SPECIESTOTAL($000)","CUMULATIVETOTAL","CUMULATIVEPERCENT"
311,Haha (Cyanea grimesiana grimesiana),Cyanea grimesiana grimesiana,E,45.7,"424,672.54",97.16%
312,No Common Name,Vigna o-wahuensis,E,45.4,"424,717.94",97.17%
313,"Butterfly, Uncompahgre fritillary",Boloria acrocnema,E,45.0,"424,762.94",97.18%
314,"Torreya, Florida",Torreya taxifolia,E,45.0,"424,807.94",97.19%
315,"Moccasinshell, Alabama",Medionidus acutissimus,T,44.07,"424,852.01",97.20%
316,No Common Name,Platanthera holochila,E,43.81,"424,895.82",97.21%
317,"Fern, pendant kihi",Adenophorus periens,E,43.73,"424,939.55",97.22%
318,Ohai,Sesbania tomentosa,E,43.7,"424,983.25",97.23%
319,No Common Name,Phyllostegia parviflora,E,43.0,"425,026.25",97.24%
320,"Spineflower, Robust",Chorizanthe robusta,E,43.0,"425,069.25",97.25%
321,Awiwi,Centaurium sebaeoides,E,42.8,"425,112.05",97.26%
322,"Frankenia, Johnston's",Frankenia johnstonii,E,42.7,"425,154.75",97.27%
323,"Salamander, Sonoran tiger",Ambystoma tigrinum stebbinsi,E,42.45,"425,197.20",97.28%
324,Fanshell,Cyprogenia stegaria,E,42.38,"425,239.58",97.29%
325,Aupaka,Isodendrion laurifolium,E,42.38,"425,281.96",97.30%
326,"Diellia, asplenium-leaved",Diellia erecta,E,42.15,"425,324.11",97.31%
327,Aupaka,Isodendrion longifolium,T,42.13,"425,366.24",97.32%
328,"Grass, Solano",Tuctoria mucronata,E,42.0,"425,408.24",97.33%
329,"Ladies'-tresses, Navasota",Spiranthes parksii,E,42.0,"425,450.24",97.34%
330,"Cypress, Santa Cruz",Cupressus abramsiana,E,41.5,"425,491.74",97.35%
331,Pu`uka`a,Cyperus trachysanthos,E,41.45,"425,533.19",97.36%
332,No Common Name,Mariscus pennatiformis,E,41.35,"425,574.54",97.37%
333,Popolo ku mai,Solanum incompletum,E,41.35,"425,615.89",97.38%
334,No Common Name,Achyranthes mutica,E,41.25,"425,657.14",97.39%
335,Lau `ehu,Panicum niihauense,E,41.15,"425,698.29",97.40%
336,"Springfish, Railroad Valley",Crenichthys nevadae,T,41.0,"425,739.29",97.40%
337,No Common Name,Neraudia sericea,E,41.0,"425,780.29",97.41%
338,"Paintbrush, soft-leaved",Castilleja mollis,E,41.0,"425,821.29",97.42%
339,Koki`o,Kokia drynarioides,E,40.5,"425,861.79",97.43%
340,"Clubshell, ovate",Pleurobema perovatum,E,40.29,"425,902.08",97.44%
341,"Trout, Apache",Oncorhynchus apache,T,40.2,"425,942.28",97.45%
342,"Fiddleneck, large-flowered",Amsinckia grandiflora,E,40.0,"425,982.28",97.46%
343,"Sandwort, Marsh",Arenaria paludicola,E,39.5,"426,021.78",97.47%
344,"Butterfly, Smith's blue",Euphilotes enoptes smithi,E,39.0,"426,060.78",97.48%
345,"Milkweed, Mead's",Asclepias meadii,T,38.72,"426,099.50",97.49%
346,"Cactus, Kuenzler hedgehog",Echinocereus fendleri kuenzleri,E,38.55,"426,138.05",97.50%
347,Uhiuhi,Caesalpinia kavaiense,E,37.5,"426,175.55",97.50%
348,"Wire-lettuce, Malheur",Stephanomeria malheurensis,E,37.5,"426,213.05",97.51%
349,"Milkweed, Welsh's",Asclepias welshii,T,37.24,"426,250.29",97.52%
350,"Shrimp, California freshwater",Syncaris pacifica,E,37.1,"426,287.39",97.53%
351,"Turtle, flattened musk",Sternotherus depressus,T,37.0,"426,324.39",97.54%
352,"Thistle, Chorro Creek bog",Cirsium fontinale obispoense,E,37.0,"426,361.39",97.55%
353,"Riffleshell, tan",Epioblasma florentina walkeri,E,36.97,"426,398.35",97.56%
354,"Iguana, Mona ground",Cyclura stejnegeri,T,36.9,"426,435.25",97.56%
355,Mehamehame,Flueggea neowawraea,E,36.8,"426,472.05",97.57%
356,"Water-umbel, Huachuca",Lilaeopsis schaffneriana recurva,E,36.7,"426,508.75",97.58%
357,"Chub, Owens tui",Gila bicolor snyderi,E,36.7,"426,545.45",97.59%
358,"Pocketbook, fine-lined",Lampsilis altilis,T,36.69,"426,582.14",97.60%
359,"Poolfish, Pahrump",Empetrichthys latos,E,36.1,"426,618.24",97.61%
360,"Dudleyea, Santa Monica Mountains",Dudleya cymosa ovatifolia,T,36.0,"426,654.24",97.61%
361,"Goldfields, Contra Costa",Lasthenia conjugens,E,36.0,"426,690.24",97.62%
362,"Barberry, Truckee",Berberis sonnei,E,35.92,"426,726.16",97.63%
363,"Mucket, orangenacre",Lampsilis perovalis,T,35.9,"426,762.05",97.64%
364,"Shiner, blue",Cyprinella caerulea,T,35.63,"426,797.68",97.65%
365,"Cliff-rose, Arizona",Purshia subintegra,E,35.19,"426,832.87",97.65%
366,"Coneflower, smooth",Echinacea laevigata,E,34.98,"426,867.85",97.66%
367,"Spinymussel, Tar River",Elliptio steinstansana,E,34.97,"426,902.83",97.67%
368,"Butterfly, Schaus swallowtail",Heraclides aristodemus ponceanus,E,34.44,"426,937.26",97.68%
369,Rice rat,Oryzomys palustris natator,E,34.0,"426,971.26",97.69%
370,"Pentachaeta, Lyon's",Pentachaeta lyonii,E,34.0,"427,005.26",97.69%
371,"Pigtoe, rough",Pleurobema plenum,E,33.86,"427,039.12",97.70%
372,`Aiea,Nothocestrum breviflorum,E,33.1,"427,072.22",97.71%
373,"Bat, little Mariana fruit",Pteropus tokudae,E,33.0,"427,105.22",97.72%
374,"Mouse, Key Largo cotton",Peromyscus gossypinus allapaticola,E,33.0,"427,138.22",97.72%
375,"Centaury, spring-loving",Centaurium namophilum,T,33.0,"427,171.22",97.73%
376,"Dace, Ash Meadows speckled",Rhinichthys osculus nevadensis,E,32.97,"427,204.19",97.74%
377,"Pupfish, Owens",Cyprinodon radiosus,E,32.7,"427,236.89",97.75%
378,"Spineflower, Howell's",Chorizanthe howellii,E,32.7,"427,269.59",97.75%
379,"Gilia, Hoffmann's slender-flowered",Gilia tenuiflora hoffmannii,E,32.6,"427,302.19",97.76%
380,"Goldfields, Burke's",Lasthenia burkei,E,32.6,"427,334.79",97.77%
381,"Meadowfoam, Sebastopol",Limnanthes vinculans,E,32.6,"427,367.39",97.78%
382,"Sunshine, Sonoma",Blennosperma bakeri,E,32.6,"427,399.99",97.78%
383,"Chub, Sonora",Gila ditaenia,T,32.5,"427,432.49",97.79%
384,"Pitcher-plant, green",Sarracenia oreophila,E,32.2,"427,464.69",97.80%
385,"Dace, Clover Valley speckled",Rhinichthys osculus oligoporus,E,32.1,"427,496.79",97.81%
386,"Dace, Independence Valley speckled",Rhinichthys osculus lethoporus,E,32.1,"427,528.89",97.81%
387,"Darter, boulder",Etheostoma wapiti,E,32.0,"427,560.89",97.82%
388,"Malacothrix, Santa Cruz Island",Malacothrix indecora,E,32.0,"427,592.89",97.83%
389,"Niterwort, Amargosa",Nitrophila mohavensis,E,32.0,"427,624.89",97.84%
390,"Phacelia, island",Phacelia insularis insularis,E,32.0,"427,656.89",97.84%
391,"Pink, ring",Obovaria retusa,E,31.94,"427,688.83",97.85%
392,Harperella,Ptilimnium nodosum,E,31.94,"427,720.77",97.86%
393,"Pearlshell, Louisiana",Margaritifera hembeli,T,31.68,"427,752.45",97.87%
394,"Riffleshell, northern",Epioblasma torulosa rangiana,E,31.48,"427,783.93",97.87%
395,"Ivesia, Ash Meadows",Ivesia kingii eremica,T,31.42,"427,815.35",97.88%
396,"Lizard, Island night",Xantusia riversiana,T,31.25,"427,846.59",97.89%
397,"Rush-rose, island",Helianthemum greenei,T,31.0,"427,877.59",97.89%
398,"Pink, swamp",Helonias bullata,T,30.66,"427,908.25",97.90%
399,"Onion, Munz's",Allium munzii,E,30.54,"427,938.79",97.91%
400,"Clover, running buffalo",Trifolium stoloniferum,E,30.44,"427,969.23",97.91%
401,"Heelsplitter, Alabama",Potamilus inflatus,T,30.4,"427,999.63",97.92%
402,"Darter, fountain",Etheostoma fonticola,E,30.3,"428,029.93",97.93%
403,"Squirrel, Virginia northern flying",Glaucomys sabrinus fuscus,E,30.2,"428,060.13",97.94%
404,"Bird's beak, palmate-bracted",Cordylanthus palmatus,E,30.14,"428,090.27",97.94%
405,"Milk-vetch, Braunton's",Astragalus brauntonii,E,30.04,"428,120.31",97.95%
406,"Pupfish, Warm Springs",Cyprinodon nevadensis pectoralis,E,30.0,"428,150.31",97.96%
407,"Naucorid, Ash Meadows",Ambrysus amargosus,T,30.0,"428,180.31",97.96%
408,"Blazingstar, Ash Meadows",Mentzelia leucophylla,T,30.0,"428,210.31",97.97%
409,"Gumplant, Ash Meadows",Grindelia fraxino-pratensis,T,30.0,"428,240.31",97.98%
410,"Milk-vetch, Ash meadows",Astragalus phoenix,T,30.0,"428,270.31",97.98%
411,"Gambusia, Pecos",Gambusia nobilis,E,29.92,"428,300.23",97.99%
412,"Orcutt grass, slender",Orcuttia tenuis,T,29.84,"428,330.08",98.00%
413,"Sunflower, Schweinitz's",Helianthus schweinitzii,E,29.8,"428,359.88",98.00%
414,"Pearlymussel, dromedary",Dromus dromas,E,29.7,"428,389.58",98.01%
415,"Manzanita, Santa Rosa Island",Arctostaphylos confertiflora,E,29.7,"428,419.28",98.02%
416,Hala pepe,Pleomele hawaiiensis,E,29.65,"428,448.93",98.02%
417,"Shrimp, Alabama cave",Palaemonias alabamae,E,29.5,"428,478.43",98.03%
418,"Larkspur, San Clemente Island",Delphinium variegatum kinkiense,E,29.5,"428,507.93",98.04%
419,Kulu`i,Nototrichium humile,E,29.3,"428,537.23",98.04%
420,No Common Name,Silene hawaiiensis,T,29.15,"428,566.38",98.05%
421,"Bedstraw, island",Galium buxifolium,E,29.0,"428,595.38",98.06%
422,"Dudleya, Santa Cruz Island",Dudleya nesiotica,T,29.0,"428,624.38",98.06%
423,"Evening-primrose, San Benito",Camissonia benitensis,T,29.0,"428,653.38",98.07%
424,"Barberry, island",Berberis pinnata insularis,E,28.5,"428,681.88",98.08%
425,"Bush-mallow, Santa Cruz Island",Malacothamnus fasciculatus nesioticus,E,28.5,"428,710.38",98.08%
426,"Fringepod, Santa Cruz Island",Thysanocarpus conchuliferus,E,28.5,"428,738.88",98.09%
427,"Malacothrix, island",Malacothrix squalida,E,28.5,"428,767.38",98.10%
428,No Common Name,Hesperomannia arborescens,E,28.4,"428,795.78",98.10%
429,"Chub, Mohave tui",Gila bicolor mohavensis,E,28.1,"428,823.88",98.11%
430,"Dudleya, Conejo",Dudleya abramsii parva,T,28.0,"428,851.88",98.12%
431,"Dudleya, marcescent",Dudleya cymosa marcescens,T,28.0,"428,879.88",98.12%
432,"Dudleya, Verity's",Dudleya verityi,T,28.0,"428,907.88",98.13%
433,`Anaunau,Lepidium arbuscula,E,27.3,"428,935.18",98.14%
434,"Cactus, Winkler",Pediocactus winkleri,T,27.3,"428,962.48",98.14%
435,"Dace, Foskett speckled",Rhinichthys osculus ssp.,T,27.0,"428,989.48",98.15%
436,"Rock-cress, Hoffmann's",Arabis hoffmannii,E,27.0,"429,016.48",98.15%
437,`Akoko,Chamaesyce rockii,E,26.95,"429,043.43",98.16%
438,Haha (Cyanea koolauensis),Cyanea koolauensis,E,26.95,"429,070.38",98.17%
439,No Common Name,Phyllostegia hirsuta,E,26.95,"429,097.33",98.17%
440,`Ohe`ohe,Tetraplasandra gymnocarpa,E,26.95,"429,124.28",98.18%
441,"Mountain beaver, Point Arena",Aplodontia rufa nigra,E,26.65,"429,150.93",98.19%
442,"Butterfly, El Segundo blue",Euphilotes battoides allyni,E,26.5,"429,177.43",98.19%
443,"Thornmint, San Diego",Acanthomintha ilicifolia,T,26.5,"429,203.93",98.20%
444,No Common Name,Silene lanceolata,E,26.49,"429,230.42",98.20%
445,"Bat, Mexican long-nosed",Leptonycteris nivalis,E,26.35,"429,256.77",98.21%
446,"Snail, tulotoma",Tulotoma magnifica,E,26.3,"429,283.07",98.22%
447,`Oha wai,Clermontia pyrularia,E,26.25,"429,309.32",98.22%
448,"Darter, snail",Percina tanasi,T,26.2,"429,335.52",98.23%
449,"Wooly-threads, San Joaquin",Lembertia congdonii,E,25.64,"429,361.16",98.23%
450,"Dawn-flower, Texas prairie",Hymenoxys texana,E,25.5,"429,386.66",98.24%
451,Diellia falcata (=Sci. Name),Diellia falcata,E,25.5,"429,412.16",98.25%
452,"Monarch, Tinian",Monarcha takatsukasae,T,25.3,"429,437.46",98.25%
453,"Mouse, southeastern beach",Peromyscus polionotus niveiventris,T,25.1,"429,462.56",98.26%
454,"Cactus, Sneed pincushion",Coryphantha sneedii sneedii,E,25.05,"429,487.61",98.26%
455,"Pigtoe, Cumberland",Pleurobema gibberum,E,25.0,"429,512.61",98.27%
456,Haha (Cyanea superba),Cyanea superba,E,24.2,"429,536.81",98.27%
457,"Broadbill, Guam",Myiagra freycineti,E,24.0,"429,560.81",98.28%
458,"Mallard, Mariana",Anas oustaleti,E,24.0,"429,584.81",98.28%
459,"Spiraea, Virginia",Spiraea virginiana,T,23.89,"429,608.70",98.29%
460,"Snail, Iowa Pleistocene",Discus macclintocki,E,23.76,"429,632.46",98.30%
461,Alani,Melicope reflexa,E,23.72,"429,656.18",98.30%
462,"Combshell, southern",Epioblasma penita,E,23.67,"429,679.85",98.31%
463,"Dropwort, Canby's",Oxypolis canbyi,E,23.64,"429,703.49",98.31%
464,"Salamander, desert slender",Batrachoseps aridus,E,23.6,"429,727.09",98.32%
465,"Bear-poppy, dwarf",Arctomecon humilis,E,23.56,"429,750.65",98.32%
466,"Petrel, Hawaiian dark-rumped",Pterodroma phaeopygia sandwichensis,E,23.5,"429,774.15",98.33%
467,"Madtom, yellowfin",Noturus flavipinnis,T,23.14,"429,797.29",98.33%
468,"Skullcap, large-flowered",Scutellaria montana,E,22.97,"429,820.25",98.34%
469,Ha`iwale,Cyrtandra dentata,E,22.95,"429,843.20",98.34%
470,"Phlox, Texas trailing",Phlox nivalis texensis,E,22.9,"429,866.10",98.35%
471,Pauoa,Ctenitis squamigera,E,22.9,"429,889.00",98.35%
472,No Common Name,Alsinidendron obovatum,E,22.85,"429,911.85",98.36%
473,Kauila,Colubrina oppositifolia,E,22.73,"429,934.59",98.36%
474,No Common Name,Hedyotis parvula,E,22.7,"429,957.29",98.37%
475,No Common Name,Sanicula mariversa,E,22.7,"429,979.99",98.38%
476,No Common Name,Tetramolopium filiforme,E,22.7,"430,002.69",98.38%
477,"Milk-vetch, Coachella Valley",Astragalus lentiginosus coachellae,E,22.66,"430,025.34",98.39%
478,"Bean, Cumberland",Villosa trabalis,E,22.54,"430,047.88",98.39%
479,"Toad, Houston",Bufo houstonensis,E,22.5,"430,070.38",98.40%
480,"Bird's-beak, salt marsh",Cordylanthus maritimus maritimus,E,22.5,"430,092.88",98.40%
481,"Cladonia, Florida perforate",Cladonia perforata,E,22.5,"430,115.38",98.41%
482,"Arrowhead, bunched",Sagittaria fasciculata,E,22.36,"430,137.74",98.41%
483,"Darter, amber",Percina antesella,E,22.3,"430,160.04",98.42%
484,"Darter, Cherokee",Etheostoma scotti,T,22.26,"430,182.31",98.42%
485,"Bladderpod, white",Lesquerella pallida,E,22.2,"430,204.51",98.43%
486,"Woolly-star, Santa Ana River",Eriastrum densifolium sanctorum,E,22.08,"430,226.58",98.43%
487,"Milk-vetch, Fish Slough",Astragalus lentiginosus piscinensis,T,22.0,"430,248.58",98.44%
488,"Spineflower, Sonoma",Chorizanthe valida,E,22.0,"430,270.58",98.44%
489,"Pitcher-plant, mountain sweet",Sarracenia rubra jonesii,E,21.98,"430,292.56",98.45%
490,"Whipsnake, Alameda",Masticophis lateralis euryxanthus,T,21.83,"430,314.39",98.45%
491,"Milk-vetch, triple-ribbed",Astragalus tricarinatus,E,21.81,"430,336.20",98.46%
492,"Gambusia, Big Bend",Gambusia gaigei,E,21.8,"430,358.00",98.46%
493,"Pearlymussel, littlewing",Pegias fabula,E,21.77,"430,379.77",98.47%
494,"Darter, slackwater",Etheostoma boschungi,T,21.64,"430,401.41",98.47%
495,"Elktoe, Cumberland",Alasmidonta atropurpurea,E,21.64,"430,423.05",98.48%
496,"Grass, California Orcutt",Orcuttia californica,E,21.5,"430,444.55",98.48%
497,"Watercress, Gambel's",Rorippa gambellii,E,21.5,"430,466.05",98.49%
498,Kauai hau kuahiwi,Hibiscadelphus distans,E,21.3,"430,487.35",98.49%
499,Haha (Cyanea shipmannii),Cyanea shipmannii,E,21.25,"430,508.60",98.50%
500,"Chub, spotfin",Cyprinella monacha,T,21.2,"430,529.80",98.50%
501,Kiponapona,Phyllostegia racemosa,E,21.15,"430,550.95",98.51%
502,`Oha wai,Clermontia lindseyana,E,21.15,"430,572.10",98.51%
503,"Spider, spruce-fir moss",Microhexura montivaga,E,21.1,"430,593.20",98.52%
504,"Shearwater, Newell's Townsend's",Puffinus auricularis newelli,T,21.0,"430,614.20",98.52%
505,"Aster, Florida golden",Chrysopsis floridana,E,21.0,"430,635.20",98.52%
506,"Ground-plum, Pyne's",Astragalus bibullatus,E,21.0,"430,656.20",98.53%
507,"Bittercress, small-anthered",Cardamine micranthera,E,20.8,"430,677.00",98.53%
508,"Vole, Amargosa",Microtus californicus scirpensis,E,20.72,"430,697.72",98.54%
509,"Pigtoe, flat",Pleurobema marshalli,E,20.7,"430,718.41",98.54%
510,"Spinymussel, James",Pleurobema collina,E,20.64,"430,739.06",98.55%
511,"Barberry, Nevin's",Berberis nevinii,E,20.54,"430,759.60",98.55%
512,"Salamander, Cheat Mountain",Plethodon nettingi,T,20.53,"430,780.13",98.56%
513,"Orcutt grass, hairy",Orcuttia pilosa,E,20.35,"430,800.48",98.56%
514,"Monardella, willowy",Monardella linoides viminea,E,20.3,"430,820.78",98.57%
515,"Butterfly, Behren's silverspot",Speyeria zerene behrensii,E,20.2,"430,840.98",98.57%
516,"Butterfly, lotis blue",Lycaeides argyrognomon lotis,E,20.2,"430,861.18",98.58%
517,"Gambusia, San Marcos",Gambusia georgei,E,20.0,"430,881.18",98.58%
518,"Towhee, Inyo California",Pipilo crissalis eremophilus,T,19.72,"430,900.90",98.59%
519,"Cactus, Bakersfield",Opuntia treleasei,E,19.64,"430,920.54",98.59%
520,"Sandwort, Cumberland",Arenaria cumberlandensis,E,19.6,"430,940.14",98.59%
521,"Mouse, Choctawhatchee beach",Peromyscus polionotus allophrys,E,19.55,"430,959.69",98.60%
522,No Common Name,Phyllostegia mannii,E,19.53,"430,979.22",98.60%
523,"Clarkia, Springville",Clarkia springvillensis,T,19.5,"430,998.72",98.61%
524,"Manzanita, Del Mar",Arctostaphylos glandulosa crassifolia,E,19.4,"431,018.12",98.61%
525,"Seablite, California",Suaeda californica,E,19.2,"431,037.32",98.62%
526,"Warbler, Bachman's",Vermivora bachmanii,E,19.03,"431,056.35",98.62%
527,"Darter, goldline",Percina aurolineata,T,19.0,"431,075.35",98.63%
528,"Rush-pea, slender",Hoffmannseggia tenella,E,18.8,"431,094.15",98.63%
529,"Pigtoe, heavy",Pleurobema taitianum,E,18.76,"431,112.91",98.63%
530,"Lizard, St. Croix ground",Ameiva polops,E,18.7,"431,131.61",98.64%
531,"Cactus, San Rafael",Pediocactus despainii,E,18.7,"431,150.31",98.64%
532,Haha (Cyanea acuminata),Cyanea acuminata,E,18.55,"431,168.86",98.65%
533,No Common Name,Viola oahuensis,E,18.55,"431,187.41",98.65%
534,Pteris lidgatei (=Sci. Name),Pteris lidgatei,E,18.55,"431,205.96",98.66%
535,"Pupfish, Comanche Springs",Cyprinodon elegans,E,18.5,"431,224.46",98.66%
536,"Baccharis, Encinitas",Baccharis vanessae,T,18.5,"431,242.96",98.66%
537,"Bluecurls, Hidden Lake",Trichostema austromontanum compactum,T,18.5,"431,261.46",98.67%
538,"Broom, San Clemente Island",Lotus dendroideus traskiae,E,18.5,"431,279.96",98.67%
539,"Bush-mallow, San Clemente Island",Malacothamnus clementinus,E,18.5,"431,298.46",98.68%
540,"Ceanothus, Vail Lake",Ceanothus ophiochilus,T,18.5,"431,316.96",98.68%
541,"Crownbeard, big-leaved",Verbesina dissita,T,18.5,"431,335.46",98.69%
542,"Crownscale, San Jacinto Valley",Atriplex coronata notatior,E,18.5,"431,353.96",98.69%
543,"Flannelbush, Mexican",Fremontodendron mexicanum,E,18.5,"431,372.46",98.69%
544,Haha (Cyanea hamatiflora carlsonii),Cyanea hamatiflora carlsonii,E,18.5,"431,390.96",98.70%
545,"Indian paintbrush, San Clemente Island",Castilleja grisea,E,18.5,"431,409.46",98.70%
546,"Liveforever, Laguna Beach",Dudleya stolonifera,T,18.5,"431,427.96",98.71%
547,"Mountain-mahogany, Catalina Island",Cercocarpus traskiae,E,18.5,"431,446.46",98.71%
548,"Paintbrush, ash-grey",Castilleja cinerea,T,18.5,"431,464.96",98.71%
549,"Rockcress, Santa Cruz Island",Sibara filifolia,E,18.5,"431,483.46",98.72%
550,"Sandwort, Bear Valley",Arenaria ursina,T,18.5,"431,501.96",98.72%
551,"Spineflower, Orcutt's",Chorizanthe orcuttiana,E,18.5,"431,520.46",98.73%
552,"Taraxacum, California",Taraxacum californicum,E,18.5,"431,538.96",98.73%
553,"Wild-buckwheat, southern mountain",Eriogonum kennedyi austromontanum,T,18.5,"431,557.46",98.74%
554,"Woodland-star, San Clemente Island",Lithophragma maximum,E,18.5,"431,575.96",98.74%
555,"Silversword, Mauna Kea",Argyroxiphium sandwicense sandwicense,E,18.3,"431,594.26",98.74%
556,Pamakani,Tetramolopium capillare,E,18.25,"431,612.51",98.75%
557,Pamakani,Viola chamissoniana chamissoniana,E,18.25,"431,630.76",98.75%
558,"Spurge, Hoover's",Chamaesyce hooveri,T,18.25,"431,649.01",98.76%
559,"Campion, fringed",Silene polypetala,E,18.0,"431,667.01",98.76%
560,"Liveforever, Santa Barbara Island",Dudleya traskiae,E,18.0,"431,685.01",98.77%
561,"Milk-vetch, coastal dunes",Astragalus tener titi,E,18.0,"431,703.01",98.77%
562,"Madtom, smoky",Noturus baileyi,E,17.9,"431,720.91",98.77%
563,"Darter, duskytail",Etheostoma percnurum,E,17.8,"431,738.71",98.78%
564,"Rock-cress, Braun's",Arabis perstellata,E,17.7,"431,756.41",98.78%
565,"Pearlymussel, birdwing",Conradilla caelata,E,17.65,"431,774.06",98.79%
566,"Bush-clover, prairie",Lespedeza leptostachya,T,17.48,"431,791.54",98.79%
567,"Vetch, Hawaiian",Vicia menziesii,E,17.25,"431,808.79",98.79%
568,"Caracara, Audubon's crested",Polyborus plancus audubonii,T,17.05,"431,825.83",98.80%
569,"Creeper, Oahu",Paroreomyza maculata,E,17.0,"431,842.83",98.80%
570,"Butterfly, Lange's metalmark",Apodemia mormo langei,E,17.0,"431,859.83",98.81%
571,"Grasshopper, Zayante band-winged",Trimerotropis infantilis,E,17.0,"431,876.83",98.81%
572,"Clarkia, Pismo",Clarkia speciosa immaculata,E,17.0,"431,893.83",98.81%
573,"Manzanita, Morro",Arctostaphylos morroensis,T,17.0,"431,910.83",98.82%
574,"Mountain balm, Indian Knob",Eriodictyon altissimum,E,17.0,"431,927.83",98.82%
575,"Bat, Hawaiian hoary",Lasiurus cinereus semotus,E,16.99,"431,944.82",98.82%
576,Haha (Cyanea crispa),Cyanea crispa,E,16.95,"431,961.77",98.83%
577,No Common Name,Phyllostegia waimeae,E,16.71,"431,978.48",98.83%
578,"Cactus, Brady pincushion",Pediocactus bradyi,E,16.6,"431,995.08",98.84%
579,"Mussel, oyster",Epioblasma capsaeformis,E,16.47,"432,011.55",98.84%
580,No Common Name,Phyllostegia mollis,E,16.18,"432,027.73",98.84%
581,Po`e,Portulaca sclerocarpa,E,16.15,"432,043.88",98.85%
582,No Common Name,Tetramolopium lepidotum lepidotum,E,16.09,"432,059.97",98.85%
583,"Kite, Everglade snail",Rostrhamus sociabilis plumbeus,E,16.0,"432,075.97",98.85%
584,Kuawawaenohu,Alsinidendron lychnoides,E,16.0,"432,091.97",98.86%
585,"Beetle, Mount Hermon June",Polyphylla barbata,E,16.0,"432,107.97",98.86%
586,"Butterfly, bay checkerspot",Euphydryas editha bayensis,T,16.0,"432,123.97",98.87%
587,"Clover, Monterey",Trifolium trichocalyx,E,16.0,"432,139.97",98.87%
588,"Evening-primrose, Eureka Valley",Oenothera avita eurekensis,E,16.0,"432,155.97",98.87%
589,"Gilia, Monterey",Gilia tenuiflora arenaria,E,16.0,"432,171.97",98.88%
590,"Grass, Eureka Dune",Swallenia alexandrae,E,16.0,"432,187.97",98.88%
591,"Milk-vetch, Lane Mountain",Astragalus jaegerianus,E,16.0,"432,203.97",98.88%
592,"Piperia, Yadon's",Piperia yadonii,E,16.0,"432,219.97",98.89%
593,"Spineflower, Ben Lomond",Chorizanthe pungens hartwegiana,E,16.0,"432,235.97",98.89%
594,"Wallflower, Ben Lomond",Erysimum teretifolium,E,16.0,"432,251.97",98.89%
595,"Cypress, Gowen",Cupressus goveniana goveniana,T,16.0,"432,267.97",98.90%
596,"Jaguarundi, Gulf Coast",Herpailurus yagouaroundi cacomitli,E,15.9,"432,283.87",98.90%
597,Ha`iwale,Cyrtandra viridiflora,E,15.9,"432,299.77",98.91%
598,"Thrush, large Kauai",Myadestes myadestinus,E,15.89,"432,315.66",98.91%
599,Haha (Cyanea st-johnii),Cyanea st-johnii,E,15.75,"432,331.41",98.91%
600,"Gardenia, Hawaiian",Gardenia brighamii,E,15.67,"432,347.08",98.92%
601,Wawae`iole,Huperzia mannii,E,15.65,"432,362.73",98.92%
602,No Common Name,Alsinidendron trinerve,E,15.6,"432,378.33",98.92%
603,Kolea,Myrsine linearifolia,T,15.5,"432,393.83",98.93%
604,"Trout, coastal cutthroat",Onchohynchus clarki clarki,E,15.33,"432,409.16",98.93%
605,"Monkeyface, Cumberland",Quadrula intermedia,E,15.3,"432,424.46",98.93%
606,"Grass, Tennessee yellow-eyed",Xyris tennesseensis,E,15.2,"432,439.66",98.94%
607,Hau kuahiwi,Hibiscadelphus hualalaiensis,E,15.2,"432,454.86",98.94%
608,Heau,Exocarpos luteolus,E,15.2,"432,470.06",98.94%
609,No Common Name,Alsinidendron viscosum,E,15.2,"432,485.26",98.95%
610,"Koki`o, (=Cooke's koki`o)",Kokia cookei,E,15.1,"432,500.36",98.95%
611,"Geranium, Hawaiian red-flowered",Geranium arboreum,E,15.1,"432,515.46",98.96%
612,"Hawk, Puerto Rican broad-winged",Buteo platypterus brunnescens,E,15.0,"432,530.46",98.96%
613,Chamaesyce halemanui (=Sci. Name),Chamaesyce halemanui,E,15.0,"432,545.46",98.96%
614,"Butterwort, Godfrey's",Pinguicula ionantha,T,15.0,"432,560.46",98.97%
615,"Evening-primrose, Antioch Dunes",Oenothera deltoides howellii,E,15.0,"432,575.46",98.97%
616,"Pinkroot, gentian",Spigelia gentianoides,E,15.0,"432,590.46",98.97%
617,"Rhododendron, Chapman",Rhododendron chapmanii,E,15.0,"432,605.46",98.98%
618,"Rosemary, Apalachicola",Conradina glabra,E,15.0,"432,620.46",98.98%
619,"Thornmint, San Mateo",Acanthomintha obovata duttonii,E,15.0,"432,635.46",98.98%
620,"Wallflower, Contra Costa",Erysimum capitatum angustatum,E,15.0,"432,650.46",98.99%
621,Kio`ele,Hedyotis coriacea,E,14.89,"432,665.35",98.99%
622,Alani,Melicope adscendens,E,14.83,"432,680.18",98.99%
623,No Common Name,Stenogyne angustifolia angustifolia,E,14.79,"432,694.97",99.00%
624,"Combshell, Cumberlandian",Epioblasma brevidens,E,14.77,"432,709.73",99.00%
625,"Pigtoe, finerayed",Fusconaia cuneolus,E,14.51,"432,724.24",99.00%
626,"Shiner, Cape Fear",Notropis mekistocholas,E,14.5,"432,738.74",99.01%
627,"Goldenrod, Short's",Solidago shortii,E,14.5,"432,753.24",99.01%
