RANK,SPECIES NAME (50 CFR PART 17),SCIENTIFIC NAME,STATUS,"SPECIESTOTAL($000)","CUMULATIVETOTAL","CUMULATIVEPERCENT"
111,"Rail, California clapper",Rallus longirostris obsoletus,E,284.74,"403,894.51",92.41%
112,"Goose, Hawaiian",Branta sandvicensis,E,284.07,"404,178.58",92.47%
113,"Shiner, Topeka",Notropis topeka,E,283.2,"404,461.78",92.54%
114,"Dragonfly, Hine's emerald",Somatochlora hineana,E,267.82,"404,729.60",92.60%
115,"Orchid, western prairie fringed",Platanthera praeclara,T,261.5,"404,991.10",92.66%
116,"Kangaroo rat, Stephens'",Dipodomys stephensi,E,257.17,"405,248.27",92.72%
117,"Snail, Utah valvata",Valvata utahensis,E,256.21,"405,504.48",92.78%
118,"Mouse, Alabama beach",Peromyscus polionotus ammobates,E,251.67,"405,756.15",92.83%
119,"Fairy shrimp, longhorn",Branchinecta longiantenna,E,250.6,"406,006.75",92.89%
120,"Caribou, woodland",Rangifer tarandus caribou,E,248.2,"406,254.95",92.95%
121,"Kangaroo rat, giant",Dipodomys ingens,E,243.83,"406,498.78",93.00%
122,"Rail, Yuma clapper",Rallus longirostris yumanensis,E,236.37,"406,735.15",93.06%
123,"Megapode, Micronesian",Megapodius laperouse,E,231.9,"406,967.05",93.11%
124,"Swiftlet, Mariana gray",Aerodramus vanikorensis bartschi,E,228.66,"407,195.71",93.16%
125,"Lizard, blunt-nosed leopard",Gambelia silus,E,224.87,"407,420.58",93.21%
126,"Sturgeon, Gulf",Acipenser oxyrinchus desotoi,T,222.41,"407,642.99",93.26%
127,"Salamander, Barton Springs",Eurycea sosorum,E,219.4,"407,862.39",93.31%
128,"Kangaroo rat, Tipton",Dipodomys nitratoides nitratoides,E,214.92,"408,077.31",93.36%
129,"Chaffseed, American",Schwalbea americana,E,209.19,"408,286.50",93.41%
130,Clubshell,Pleurobema clava,E,208.71,"408,495.21",93.46%
131,"Bat, Mariana fruit",Pteropus mariannus mariannus,E,203.0,"408,698.21",93.51%
132,"Sucker, Warner",Catostomus warnerensis,T,200.93,"408,899.13",93.55%
133,Higgins eye,Lampsilis higginsii,E,195.4,"409,094.54",93.60%
134,"Beetle, American burying",Nicrophorus americanus,E,194.91,"409,289.45",93.64%
135,"Goose, Aleutian Canada",Branta canadensis leucopareia,T,193.82,"409,483.27",93.69%
136,"Orchid, eastern prairie fringed",Platanthera leucophaea,T,190.59,"409,673.87",93.73%
137,"Turtle, bog",Clemmys muhlenbergii,T,183.16,"409,857.03",93.77%
138,"Crayfish, Shasta",Pacifastacus fortis,E,179.76,"410,036.79",93.81%
139,"Kangaroo rat, Fresno",Dipodomys nitratoides exilis,E,172.08,"410,208.87",93.85%
140,"Kangaroo rat, San Bernardino Merriam's",Dipodomys merriami parvus,E,170.07,"410,378.94",93.89%
141,"Sucker, Modoc",Catostomus microps,E,169.6,"410,548.54",93.93%
142,"Wallflower, Menzies'",Erysimum menziesii,E,169.5,"410,718.04",93.97%
143,"Four-o'clock, MacFarlane's",Mirabilis macfarlanei,T,169.0,"410,887.04",94.01%
144,"Squirrel, Delmarva Peninsula fox",Sciurus niger cinereus,E,168.5,"411,055.54",94.05%
145,"Mouse, Pacific pocket",Perognathus longimembris pacificus,E,167.82,"411,223.36",94.08%
146,"Seagrass, Johnson's",Halophila johnsonii,T,162.0,"411,385.36",94.12%
147,"Spinedace, Little Colorado",Lepidomeda vittata,T,160.73,"411,546.10",94.16%
148,"Squirrel, Carolina northern flying",Glaucomys sabrinus coloratus,E,157.0,"411,703.10",94.19%
149,"Sparrow, Florida grasshopper",Ammodramus savannarum floridanus,E,156.7,"411,859.80",94.23%
150,"Mouse, salt marsh harvest",Reithrodontomys raviventris,E,154.74,"412,014.54",94.26%
151,"Kingfisher, Guam Micronesian",Halcyon cinnamomina cinnamomina,E,153.5,"412,168.04",94.30%
152,"Loosestrife, rough-leaved",Lysimachia asperulaefolia,E,153.44,"412,321.48",94.33%
153,"Shiner, Arkansas River",Notropis girardi,T,149.92,"412,471.40",94.37%
154,"Butterfly, Oregon silverspot",Speyeria zerene hippolyta,T,148.95,"412,620.35",94.40%
155,"Brodiaea, thread-leaved",Brodiaea filifolia,T,140.14,"412,760.49",94.44%
156,"Logperch, Roanoke",Percina rex,E,140.1,"412,900.59",94.47%
157,"Fairy shrimp, Riverside",Streptocephalus woottoni,E,138.1,"413,038.69",94.50%
158,"Thistle, Pitcher's",Cirsium pitcheri,T,135.7,"413,174.39",94.53%
159,"Milk-vetch, Applegate's",Astragalus applegatei,E,134.38,"413,308.77",94.56%
160,Pondberry,Lindera melissifolia,E,131.05,"413,439.82",94.59%
161,"Blackbird, yellow-shouldered",Agelaius xanthomus,E,130.84,"413,570.66",94.62%
162,"Prairie-chicken, Attwater's greater",Tympanuchus cupido attwateri,E,128.88,"413,699.54",94.65%
163,"Chub, Oregon",Oregonichthys crameri,E,128.33,"413,827.87",94.68%
164,"Coot, Hawaiian",Fulica americana alai,E,128.26,"413,956.13",94.71%
165,"Whale, blue",Balaenoptera musculus,E,125.4,"414,081.53",94.74%
166,"Mapleleaf, winged",Quadrula fragosa,E,124.7,"414,206.23",94.77%
167,"Falcon, northern aplomado",Falco femoralis septentrionalis,E,123.25,"414,329.48",94.79%
168,"Deer, Columbian white-tailed",Odocoileus virginianus leucurus,E,121.39,"414,450.88",94.82%
169,"Quillwort, Louisiana",Isoetes louisianensis,E,121.39,"414,572.27",94.85%
170,"Tern, roseate",Sterna dougallii dougallii,"E, T",119.98,"414,692.25",94.88%
171,"Trout, Paiute cutthroat",Oncorhynchus clarki seleniris,T,118.14,"414,810.39",94.90%
172,"Salamander, flatwoods",Ambystoma cingulatum,T,117.96,"414,928.35",94.93%
173,"Duck, Hawaiian",Anas wyvilliana,E,117.7,"415,046.05",94.96%
174,"Jewelflower, California",Caulanthus californicus,E,116.83,"415,162.87",94.99%
175,"Layia, beach",Layia carnosa,E,115.0,"415,277.87",95.01%
176,"Chub, Virgin River",Gila robusta seminuda,E,112.1,"415,389.97",95.04%
177,"Butterfly, Palos Verdes blue",Glaucopsyche lygdamus palosverdesensis,E,111.5,"415,501.47",95.06%
178,"Amaranth, seabeach",Amaranthus pumilus,T,110.52,"415,611.99",95.09%
179,"Wedgemussel, dwarf",Alasmidonta heterodon,E,108.45,"415,720.45",95.11%
180,Nukupu`u,Hemignathus lucidus,E,104.78,"415,825.23",95.14%
181,"Crane, Mississippi sandhill",Grus canadensis pulla,E,104.65,"415,929.88",95.16%
182,Po`ouli,Melamprosops phaeosoma,E,104.25,"416,034.13",95.18%
183,"Parrotbill, Maui",Pseudonestor xanthophrys,E,103.87,"416,138.00",95.21%
184,"Darter, leopard",Percina pantherina,T,103.67,"416,241.68",95.23%
185,Woundfin,Plagopterus argentissimus,E,102.4,"416,344.08",95.26%
186,"Pigeon, Puerto Rican plain",Columba inornata wetmorei,E,101.5,"416,445.58",95.28%
187,"Ambersnail, Kanab",Oxyloma haydeni kanabensis,E,98.87,"416,544.45",95.30%
188,"Butterfly, Quino checkerspot",Euphydryas editha quino,E,97.85,"416,642.30",95.32%
189,"Jacquemontia, beach",Jacquemontia reclinata,E,97.0,"416,739.30",95.35%
190,"Gerardia, sandplain",Agalinis acuta,E,96.86,"416,836.15",95.37%
191,"Paintbrush, golden",Castilleja levisecta,T,94.4,"416,930.55",95.39%
192,"Springfish, White River",Crenichthys baileyi baileyi,E,92.9,"417,023.45",95.41%
193,"Bat, Ozark big-eared",Corynorhinus townsendii ingens,E,91.9,"417,115.35",95.43%
194,"Milk-vetch, Peirson's",Astragalus magdalenae peirsonii,T,91.75,"417,207.10",95.45%
195,"Fly, Delhi Sands flower-loving",Rhaphiomidas terminatus abdominalis,E,91.5,"417,298.60",95.47%
196,"Bat, Virginia big-eared",Corynorhinus townsendii virginianus,E,91.0,"417,389.61",95.49%
197,"Heelsplitter, Carolina",Lasmigona decorata,E,88.8,"417,478.41",95.51%
198,"Butterfly, Mitchell's satyr",Neonympha mitchellii mitchellii,E,87.5,"417,565.91",95.53%
199,"Sunflower, Eggert's",Helianthus eggertii,T,87.2,"417,653.11",95.55%
200,"Moorhen, Hawaiian common",Gallinula chloropus sandvicensis,E,86.29,"417,739.39",95.57%
201,"Rattlesnake, New Mexican ridge-nosed",Crotalus willardi obscurus,T,86.05,"417,825.44",95.59%
202,"Daisy, Parish's",Erigeron parishii,T,86.0,"417,911.44",95.61%
203,Ocelot,Leopardus pardalis,E,85.2,"417,996.64",95.63%
204,"Springsnail, Idaho",Fontelicella idahoensis,E,84.05,"418,080.69",95.65%
205,"Bladderpod, San Bernardino Mountains",Lesquerella kingii bernardina,E,84.0,"418,164.69",95.67%
206,"Buckwheat, cushenbury",Eriogonum ovalifolium vineum,E,84.0,"418,248.69",95.69%
207,"Milk-vetch, Cushenbury",Astragalus albens,E,84.0,"418,332.69",95.71%
208,"Oxytheca, cushenbury",Oxytheca parishii goodmaniana,E,84.0,"418,416.69",95.73%
209,"Cactus, Pima pineapple",Coryphantha scheeri robustispina,E,83.0,"418,499.69",95.75%
210,"Rail, light-footed clapper",Rallus longirostris levipes,E,82.44,"418,582.13",95.77%
211,"Squirrel, Mount Graham red",Tamiasciurus hudsonicus grahamensis,E,80.28,"418,662.41",95.79%
212,Palila,Loxioides bailleui,E,79.64,"418,742.05",95.80%
213,"Bladderpod, Missouri",Lesquerella filiformis,E,79.6,"418,821.65",95.82%
214,"Tarplant, Otay",Hemizonia conjugens,T,79.5,"418,901.15",95.84%
215,"Akepa, Maui",Loxops coccineus ochraceus,E,79.48,"418,980.63",95.86%
216,"Mucket, pink",Lampsilis abrupta,E,78.3,"419,058.93",95.88%
217,"Warbler, nightingale reed",Acrocephalus luscinia,E,78.0,"419,136.93",95.89%
218,"Boa, Puerto Rican",Epicrates inornatus,E,75.2,"419,212.13",95.91%
219,"Dace, desert",Eremichthys acros,T,74.1,"419,286.23",95.93%
220,"Snake, San Francisco garter",Thamnophis sirtalis tetrataenia,E,74.0,"419,360.23",95.95%
221,"Butterweed, Layne's",Senecio layneae,T,73.99,"419,434.22",95.96%
222,"Sucker, June",Chasmistes liorus,E,73.9,"419,508.12",95.98%
223,"Pocketbook, Ouachita rock",Arkansia wheeleri,E,73.6,"419,581.72",96.00%
224,"Bedstraw, El Dorado",Galium californicum sierrae,E,73.5,"419,655.22",96.01%
225,"Ceanothus, Pine Hill",Ceanothus roderickii,E,73.5,"419,728.72",96.03%
226,"Flannelbush, Pine Hill",Fremontodendron californicum decumbens,E,73.5,"419,802.22",96.05%
227,"Morning-glory, Stebbins'",Calystegia stebbinsii,E,73.5,"419,875.72",96.06%
228,"Dace, blackside",Phoxinus cumberlandensis,T,73.1,"419,948.82",96.08%
229,"Pupfish, Devils Hole",Cyprinodon diabolis,E,72.55,"420,021.37",96.10%
230,"Sheep, bighorn",Ovis canadensis californiana,E,71.88,"420,093.25",96.11%
231,"Madtom, Neosho",Noturus placidus,T,71.82,"420,165.07",96.13%
232,"Spineflower, slender-horned",Dodecahema leptoceras,E,71.5,"420,236.57",96.15%
233,"Thrush, small Kauai",Myadestes palmeri,E,71.3,"420,307.88",96.16%
234,"Crocodile, American",Crocodylus acutus,E,71.17,"420,379.04",96.18%
235,"Ziziphus, Florida",Ziziphus celata,E,71.03,"420,450.07",96.19%
236,"Amphipod, Illinois cave",Gammarus acherondytes,E,70.5,"420,520.57",96.21%
237,"Navarretia, spreading",Navarretia fossalis,T,69.8,"420,590.37",96.23%
238,"Thelypody, Howell's spectacular",Thelypodium howellii spectabilis,T,69.0,"420,659.37",96.24%
239,No Common Name,Bonamia menziesii,E,68.95,"420,728.32",96.26%
240,"Snail, Bliss Rapids",Taylorconcha serpenticola,T,68.55,"420,796.87",96.27%
241,"Limpet, Banbury Springs",Lanx sp.,E,68.33,"420,865.20",96.29%
242,"Snail, Snake River physa",Physa natricina,E,67.95,"420,933.15",96.31%
243,"Kangaroo rat, Morro Bay",Dipodomys heermanni morroensis,E,67.72,"421,000.87",96.32%
244,"Sparrow, San Clemente sage",Amphispiza belli clementeae,T,67.6,"421,068.47",96.34%
245,"Spinedace, White River",Lepidomeda albivallis,E,67.5,"421,135.97",96.35%
246,"Fairy shrimp, Conservancy",Branchinecta conservatio,E,66.6,"421,202.57",96.37%
247,"Potato-bean, Price's",Apios priceana,T,66.53,"421,269.10",96.38%
248,"Aster, decurrent false",Boltonia decurrens,T,66.07,"421,335.17",96.40%
249,"Pupfish, Ash Meadows Amargosa",Cyprinodon nevadensis mionectes,E,65.9,"421,401.07",96.41%
250,"Rabbit, Lower Keys marsh",Sylvilagus palustris hefneri,E,65.5,"421,466.57",96.43%
251,"Woodrat, Key Largo",Neotoma floridana smalli,E,65.0,"421,531.57",96.44%
252,"Pocketbook, fat",Potamilus capax,E,63.53,"421,595.09",96.46%
253,Kuahiwi laukahi,Plantago princeps,E,62.51,"421,657.61",96.47%
254,"Lizard, Coachella Valley fringe-toed",Uma inornata,T,61.93,"421,719.53",96.49%
255,Jaguar,Panthera onca,E,59.97,"421,779.50",96.50%
256,"Darter, Etowah",Etheostoma etowahae,E,59.87,"421,839.37",96.51%
257,"Salamander, Santa Cruz long-toed",Ambystoma macrodactylum croceum,E,59.1,"421,898.47",96.53%
258,`Akoko,Euphorbia haeleeleana,E,58.7,"421,957.17",96.54%
259,"Dace, Moapa",Moapa coriacea,E,58.47,"422,015.64",96.55%
260,"Clubshell, southern",Pleurobema decisum,E,58.41,"422,074.05",96.57%
261,"Chub, Pahranagat roundtail",Gila robusta jordani,E,58.4,"422,132.45",96.58%
262,"Monkshood, northern wild",Aconitum noveboracense,T,56.2,"422,188.65",96.59%
263,"Woolly-star, Hoover's",Eriastrum hooveri,T,56.14,"422,244.80",96.61%
264,"Spineflower, Monterey",Chorizanthe pungens pungens,T,56.0,"422,300.80",96.62%
265,No Common Name,Schiedea nuttallii,E,55.28,"422,356.08",96.63%
266,"Bankclimber, purple",Elliptoideus sloatianus,T,55.0,"422,411.08",96.64%
267,"Three-ridge, fat",Amblema neislerii,E,55.0,"422,466.08",96.66%
268,"Snail, Morro shoulderband",Helminthoglypta walkeriana,E,55.0,"422,521.08",96.67%
269,"Snake, copperbelly water",Nerodia erythrogaster neglecta,T,54.88,"422,575.95",96.68%
270,"Silversword, Mauna Loa",Argyroxiphium kauense,E,54.5,"422,630.45",96.69%
271,"Honeycreeper, crested",Palmeria dolei,E,54.22,"422,684.68",96.71%
272,"Turtle, Alabama red-belly",Pseudemys alabamensis,E,54.1,"422,738.78",96.72%
273,"Darter, Niangua",Etheostoma nianguae,T,54.0,"422,792.78",96.73%
274,"Pupfish, desert",Cyprinodon macularius,E,53.4,"422,846.18",96.74%
275,"Crow, Hawaiian",Corvus hawaiiensis,E,53.2,"422,899.38",96.76%
276,No Common Name,Spermolepis hawaiiensis,E,53.05,"422,952.43",96.77%
277,"Hypericum, highlands scrub",Hypericum cumulicola,E,53.03,"423,005.46",96.78%
278,"Toad, Wyoming",Bufo hemiophrys baxteri,E,52.92,"423,058.38",96.79%
279,No Common Name,Schiedea hookeri,E,52.7,"423,111.08",96.80%
280,"Mouse, Perdido Key beach",Peromyscus polionotus trissyllepsis,E,52.05,"423,163.13",96.82%
281,"Chub, Borax Lake",Gila boraxobius,E,51.5,"423,214.63",96.83%
282,"Pogonia, small whorled",Isotria medeoloides,T,51.2,"423,265.82",96.84%
283,"Checker-mallow, pedate",Sidalcea pedata,E,51.0,"423,316.82",96.85%
284,"Creeper, Hawaii",Oreomystis mana,E,50.44,"423,367.26",96.86%
285,"Trout, Little Kern golden",Oncorhynchus aguabonita whitei,T,50.26,"423,417.52",96.87%
286,"Akepa, Hawaii",Loxops coccineus coccineus,E,50.24,"423,467.76",96.89%
287,Akiapola`au,Hemignathus munroi,E,50.24,"423,518.00",96.90%
288,"Lupine, clover",Lupinus tidestromii,E,50.0,"423,568.00",96.91%
289,"Cavefish, Ozark",Amblyopsis rosae,T,49.73,"423,617.73",96.92%
290,"Buckwheat, scrub",Eriogonum longifolium gnaphalifolium,T,49.66,"423,667.39",96.93%
291,"Hawk, Hawaiian",Buteo solitarius,E,49.65,"423,717.04",96.94%
292,"Beargrass, Britton's",Nolina brittoniana,E,49.5,"423,766.54",96.95%
293,"Bonamia, Florida",Bonamia grandiflora,T,49.5,"423,816.04",96.96%
294,"Plum, scrub",Prunus geniculata,E,49.14,"423,865.18",96.98%
295,"Lupine, scrub",Lupinus aridorum,E,49.03,"423,914.21",96.99%
296,"Spinedace, Big Spring",Lepidomeda mollispinis pratensis,T,49.0,"423,963.21",97.00%
297,"Mesa-mint, Otay",Pogogyne nudiuscula,E,49.0,"424,012.21",97.01%
298,No Common Name,Sanicula purpurea,E,48.55,"424,060.76",97.02%
299,"Pimpleback, orangefoot",Plethobasus cooperianus,E,48.07,"424,108.83",97.03%
300,"Springfish, Hiko White River",Crenichthys baileyi grandis,E,48.0,"424,156.84",97.04%
301,"Mustard, slender-petaled",Thelypodium stenopetalum,E,48.0,"424,204.84",97.05%
302,"Sandbur, agrimony or Kamanomano",Cenchrus agrimonioides,E,47.7,"424,252.54",97.06%
303,"Ma`o hau hele, (=native yellow hibiscus)",Hibiscus brackenridgei,E,47.67,"424,300.20",97.08%
304,"Chub, Hutton tui",Gila bicolor ssp.,T,47.0,"424,347.20",97.09%
305,"Butterfly, mission blue",Icaricia icarioides missionensis,E,47.0,"424,394.20",97.10%
306,"Bluegrass, San Bernardino",Poa atropurpurea,E,47.0,"424,441.20",97.11%
307,"Potentilla, Hickman's",Potentilla hickmanii,E,47.0,"424,488.20",97.12%
308,"Skipper, Laguna Mountains",Pyrgus ruralis lagunae,E,46.5,"424,534.70",97.13%
309,"Mallow, Kern",Eremalche kernensis,E,46.14,"424,580.84",97.14%
310,"Shiner, Cahaba",Notropis cahabae,E,46.0,"424,626.84",97.15%
