Rank,Species (50 CFR Part 17),Status,Species Total,Cumulative Total
877,"Amphipod, Noel's (Gammarus desperatus)",E,"$9,000","$883,380,759"
878,"Riversnail, Anthony's (Athearnia anthonyi)Entire Range; Except where listed as Experimental Populations",E,"$8,982","$883,389,741"
879,"Fleabane, Zuni (Erigeron rhizomatus)",T,"$8,962","$883,398,703"
880,"Meshweaver, Robber Baron Cave (Cicurina baronia)",E,"$8,948","$883,407,651"
881,Delissea rhytidosperma (=Sci name),E,"$8,902","$883,416,553"
882,Haha (Cyanea platyphylla),E,"$8,866","$883,425,419"
883,Lobelia monostachya (=Sci name),E,"$8,793","$883,434,212"
884,"Butterfly, bay checkerspot (Euphydryas editha bayensis)",T,"$8,791","$883,443,003"
885,"Harvestman, Cokendolpher Cave (Texella cokendolpheri)",E,"$8,788","$883,451,791"
886,"Cactus, Lloyd's Mariposa (Echinomastus mariposensis)",T,"$8,752","$883,460,543"
887,Haha (Cyanea stictophylla),E,"$8,746","$883,469,289"
888,"Cactus, Lee pincushion (Coryphantha sneedii var. leei)",T,"$8,720","$883,478,009"
889,"Goldenrod, Houghton's (Solidago houghtonii)",T,"$8,700","$883,486,709"
890,"Mountain balm, Indian Knob (Eriodictyon altissimum)",E,"$8,643","$883,495,352"
891,"Vole, Amargosa (Microtus californicus scirpensis)",E,"$8,609","$883,503,961"
892,"Warea, wide-leaf (Warea amplexifolia)",E,"$8,600","$883,512,561"
893,"Cat's-eye, Terlingua Creek (Cryptantha crassipes)",E,"$8,492","$883,521,053"
894,"Beetle, Helotes mold (Batrisodes venyivi)",E,"$8,491","$883,529,544"
895,Haha (Cyanea mceldowneyi),E,"$8,472","$883,538,016"
896,Ko`oko`olau (Bidens micrantha ssp. kalealaha),E,"$8,436","$883,546,452"
897,"Meshweaver, Braken Bat Cave (Cicurina venii)",E,"$8,411","$883,554,863"
898,"Dudleya, Santa Cruz Island (Dudleya nesiotica)",T,"$8,333","$883,563,196"
899,"Madtom, yellowfin (Noturus flavipinnis)Tellico River, TN",EXPN,"$8,331","$883,571,527"
899,"Darter, duskytail (Etheostoma percnurum)Tellico River, TN",EXPN,"$8,331","$883,579,858"
900,"Gilia, Hoffmann's slender-flowered (Gilia tenuiflora ssp. hoffmannii)",E,"$8,325","$883,588,183"
901,"Ivesia, Ash Meadows (Ivesia kingii var. eremica)",T,"$8,309","$883,596,492"
902,"Koki`o, Cooke's (Kokia cookei)",E,"$8,246","$883,604,738"
903,"Pocketbook, finelined (Lampsilis altilis)",T,"$8,189","$883,612,927"
904,"Whale, blue (Balaenoptera musculus)",E,"$8,179","$883,621,106"
905,"Arrowhead, bunched (Sagittaria fasciculata)",E,"$8,177","$883,629,283"
906,"Akialoa, Kauai (honeycreeper) (Hemignathus procerus)",E,"$8,111","$883,637,394"
906,"`O`o, Kauai (honeyeater) (Moho braccatus)",E,"$8,111","$883,645,505"
906,`O`u (honeycreeper) (Psittirostra psittacea),E,"$8,111","$883,653,616"
906,"Thrush, large Kauai (=kamao) (Myadestes myadestinus)",E,"$8,111","$883,661,727"
906,"Thrush, Molokai (Myadestes lanaiensis rutha)",E,"$8,111","$883,669,838"
906,"Creeper, Molokai (Paroreomyza flammea)",E,"$8,111","$883,677,949"
907,Lo`ulu (Pritchardia schattaueri),E,"$8,094","$883,686,043"
908,Pilo (Hedyotis mannii),E,"$8,079","$883,694,122"
909,"Rosemary, Etonia (Conradina etonia)",E,"$8,000","$883,702,122"
910,"Ceanothus, Vail Lake (Ceanothus ophiochilus)",T,"$7,997","$883,710,119"
911,"Torreya, Florida (Torreya taxifolia)",E,"$7,875","$883,717,994"
912,Alani (Melicope ovalis),E,"$7,836","$883,725,830"
913,"Hibiscus, Clay's (Hibiscus clayi)",E,"$7,825","$883,733,655"
913,Schiedea kauaiensis (=Sci name),E,"$7,825","$883,741,480"
914,Phyllostegia velutina (=Sci name),E,"$7,763","$883,749,243"
915,Mariscus pennatiformis (=Sci name),E,"$7,753","$883,756,996"
916,"Butterfly, San Bruno elfin (Callophrys mossii bayensis)",E,"$7,737","$883,764,733"
916,"Tarplant, Otay (Deinandra (=Hemizonia) conjugens)",T,"$7,737","$883,772,470"
916,"Bluegrass, San Bernardino (Poa atropurpurea)",E,"$7,737","$883,780,207"
916,"Pentachaeta, white-rayed (Pentachaeta bellidiflora)",E,"$7,737","$883,787,944"
917,"Sedge, Navajo (Carex specuicola)",T,"$7,660","$883,795,604"
918,Abutilon eremitopetalum (=Sci name),E,"$7,579","$883,803,183"
918,Alani (Melicope mucronulata),E,"$7,579","$883,810,762"
918,Silene alexandri (=Sci name),E,"$7,579","$883,818,341"
918,Haha (Cyanea procera),E,"$7,579","$883,825,920"
919,"Snake, Atlantic salt marsh (Nerodia clarkii taeniata)",T,"$7,577","$883,833,497"
920,"Rush-rose, island (Helianthemum greenei)",T,"$7,543","$883,841,040"
921,"Madtom, smoky (Noturus baileyi)Tellico River, TN",EXPN,"$7,500","$883,848,540"
922,"Warbler (=wood), Bachman's (Vermivora bachmanii)",E,"$7,440","$883,855,980"
923,"Sand-verbena, large-fruited (Abronia macrocarpa)",E,"$7,427","$883,863,407"
923,"Sedge, golden (Carex lutea)",E,"$7,427","$883,870,834"
924,Kauai hau kuahiwi (Hibiscadelphus distans),E,"$7,403","$883,878,237"
924,"Ischaemum, Hilo (Ischaemum byrone)",E,"$7,403","$883,885,640"
925,Alsinidendron viscosum (=Sci name),E,"$7,402","$883,893,042"
926,"Beetle, Coffin Cave mold (Batrisodes texanus)",E,"$7,342","$883,900,384"
927,"Bedstraw, island (Galium buxifolium)",E,"$7,333","$883,907,717"
928,Delissea undulata (=Sci name),E,"$7,283","$883,915,000"
929,"Gambusia, San Marcos (Gambusia georgei)",E,"$7,234","$883,922,234"
930,"Springfish, White River (Crenichthys baileyi baileyi)",E,"$7,179","$883,929,413"
931,"Pigtoe, Cumberland (Pleurobema gibberum)",E,"$7,177","$883,936,590"
932,Kamakahala (Labordia triflora),E,"$7,079","$883,943,669"
932,Alani (Melicope adscendens),E,"$7,079","$883,950,748"
933,"Amphianthus, little (Amphianthus pusillus)",T,"$7,077","$883,957,825"
934,"Woundfin (Plagopterus argentissimus)Gila R. drainage, AZ, NM",EXPN,"$7,006","$883,964,831"
935,"Reed-mustard, clay (Schoenocrambe argillacea)",T,"$7,000","$883,971,831"
935,Diellia falcata (=Sci name),E,"$7,000","$883,978,831"
936,"Wild-buckwheat, gypsum (Eriogonum gypsophilum)",T,"$6,920","$883,985,751"
937,Ha`iwale (Cyrtandra polyantha),E,"$6,893","$883,992,644"
938,"Barberry, island (Berberis pinnata ssp. insularis)",E,"$6,833","$883,999,477"
938,"Phacelia, island (Phacelia insularis ssp. insularis)",E,"$6,833","$884,006,310"
938,"Fringepod, Santa Cruz Island (Thysanocarpus conchuliferus)",E,"$6,833","$884,013,143"
939,"Rattleweed, hairy (Baptisia arachnifera)",E,"$6,775","$884,019,918"
940,"Cactus, Bakersfield (Opuntia treleasei)",E,"$6,763","$884,026,681"
941,"Pitaya, Davis' green (Echinocereus viridiflorus var. davisii)",E,"$6,750","$884,033,431"
941,"Pondweed, Little Aguja (=Creek) (Potamogeton clystocarpus)",E,"$6,750","$884,040,181"
941,"Oak, Hinckley (Quercus hinckleyi)",T,"$6,750","$884,046,931"
942,"Lizard, St. Croix ground (Ameiva polops)",E,"$6,700","$884,053,631"
943,Alani (Melicope balloui),E,"$6,695","$884,060,326"
944,"Cactus, Chisos Mountain hedgehog (Echinocereus chisoensis var.chisoensis)",T,"$6,650","$884,066,976"
945,"Madtom, pygmy (Noturus stanauli)",E,"$6,631","$884,073,607"
946,"Creeper, Oahu (Paroreomyza maculata)",E,"$6,611","$884,080,218"
947,"Navarretia, many-flowered (Navarretia leucocephala ssp. plieantha)",E,"$6,556","$884,086,774"
948,"Buckwheat, Ione (incl. Irish Hill) (Eriogonum apricum (incl. var.prostratum))",E,"$6,500","$884,093,274"
948,"Lily, Minnesota dwarf trout (Erythronium propullans)",E,"$6,500","$884,099,774"
949,"Thistle, La Graciosa (Cirsium loncholepis)",E,"$6,469","$884,106,243"
950,"Sneezeweed, Virginia (Helenium virginicum)",T,"$6,362","$884,112,605"
951,Gouania meyenii (=Sci name),E,"$6,325","$884,118,930"
951,Lo`ulu (Pritchardia viscosa),E,"$6,325","$884,125,255"
952,"Vervain, Red Hills (Verbena californica)",T,"$6,295","$884,131,550"
953,"Daisy, lakeside (Hymenoxys herbacea)",T,"$6,273","$884,137,823"
954,Awiwi (Hedyotis cookiana),E,"$6,253","$884,144,076"
955,"Groundsel, San Francisco Peaks (Senecio franciscanus)",T,"$6,250","$884,150,326"
956,Platanthera holochila (=Sci name),E,"$6,202","$884,156,528"
957,"Tern, roseate (Sterna dougallii dougallii)Western Hemisphere except NE U.S.",T,"$6,200","$884,162,728"
958,"Pigtoe, dark (Pleurobema furvum)",E,"$6,177","$884,168,905"
959,"Yellowhead, desert (Yermo xanthocephalus)",T,"$6,160","$884,175,065"
960,"Meadowrue, Cooley's (Thalictrum cooleyi)",E,"$6,139","$884,181,204"
961,"Cactus, Brady pincushion (Pediocactus bradyi)",E,"$6,100","$884,187,304"
962,"Crayfish, cave (Cambarus zophonastes)",E,"$6,077","$884,193,381"
963,"Manzanita, Morro (Arctostaphylos morroensis)",T,"$6,076","$884,199,457"
964,"Snail, Virginia fringed mountain (Polygyriscus virginianus)",E,"$6,020","$884,205,477"
965,"Hawk, Puerto Rican broad-winged (Buteo platypterus brunnescens)",E,"$6,000","$884,211,477"
965,"Hawk, Puerto Rican sharp-shinned (Accipiter striatus venator)",E,"$6,000","$884,217,477"
965,"Jacquemontia, beach (Jacquemontia reclinata)",E,"$6,000","$884,223,477"
965,Cobana negra (Stahlia monosperma),T,"$6,000","$884,229,477"
966,"Penny-cress, Kneeland Prairie (Thlaspi californicum)",E,"$5,700","$884,235,177"
967,"Remya, Maui (Remya mauiensis)",E,"$5,579","$884,240,756"
967,`Oha wai (Clermontia oblongifolia ssp. brevipes),E,"$5,579","$884,246,335"
968,"Harvestman, Bee Creek Cave (Texella reddelli)",E,"$5,491","$884,251,826"
969,"Darter, bluemask (=jewel) (Etheostoma sp.)",E,"$5,331","$884,257,157"
970,`Oha wai (Clermontia drepanomorpha),E,"$5,311","$884,262,468"
971,"Pussypaws, Mariposa (Calyptridium pulchellum)",T,"$5,295","$884,267,763"
972,"Vole, Florida salt marsh (Microtus pennsylvanicus dukecampbelli)",E,"$5,254","$884,273,017"
973,"Panicgrass, Carter's (Panicum fauriei var. carteri)",E,"$5,243","$884,278,260"
974,Kuahiwi laukahi (Plantago hawaiensis),E,"$5,201","$884,283,461"
975,Achyranthes mutica (=Sci name),E,"$5,194","$884,288,655"
976,"Butterfly, callippe silverspot (Speyeria callippe callippe)",E,"$5,191","$884,293,846"
976,"Jewelflower, Metcalf Canyon (Streptanthus albidus ssp. albidus)",E,"$5,191","$884,299,037"
976,"Dudleya, Santa Clara Valley (Dudleya setchellii)",E,"$5,191","$884,304,228"
977,"Stonecrop, Lake County (Parvisedum leiocarpum)",E,"$5,156","$884,309,384"
978,"Shiner, Cahaba (Notropis cahabae)",E,"$5,154","$884,314,538"
979,"Vole, Hualapai Mexican (Microtus mexicanus hualpaiensis)",E,"$5,150","$884,319,688"
980,Heau (Exocarpos luteolus),E,"$5,125","$884,324,813"
981,Tetramolopium lepidotum ssp. lepidotum (=Sci name),E,"$5,087","$884,329,900"
982,Liliwai (Acaena exigua),E,"$5,079","$884,334,979"
982,Alani (Melicope knudsenii),E,"$5,079","$884,340,058"
982,Lysimachia maxima (=Sci name),E,"$5,079","$884,345,137"
983,"Marstonia, royal (snail) (Pyrgulopsis ogmorhaphe)",E,"$5,077","$884,350,214"
984,"Navarretia, few-flowered (Navarretia leucocephala ssp. pauciflora (=N.pauciflora))",E,"$5,056","$884,355,270"
985,"Rail, Guam (Rallus owstoni)Rota",EXPN,"$5,049","$884,360,319"
986,"Aster, Florida golden (Chrysopsis floridana)",E,"$5,016","$884,365,335"
987,Schiedea haleakalensis (=Sci name),E,"$5,007","$884,370,342"
988,"Paintbrush, ash-grey (Castilleja cinerea)",T,"$5,000","$884,375,342"
988,"Wild-buckwheat, southern mountain (Eriogonum kennedyi var.austromontanum)",T,"$5,000","$884,380,342"
989,"Blossom, turgid (pearlymussel) (Epioblasma turgidula)Entire Range; Except where listed as Experimental Populations",E,"$4,982","$884,385,324"
990,"Cliff-rose, Arizona (Purshia (=Cowania) subintegra)",E,"$4,900","$884,390,224"
991,"Pigtoe, southern (Pleurobema georgianum)",E,"$4,877","$884,395,101"
992,"Curlew, Eskimo (Numenius borealis)",E,"$4,850","$884,399,951"
993,Ma`oli`oli (Schiedea kealiae),E,"$4,829","$884,404,780"
994,"Blossom, yellow (pearlymussel) (Epioblasma florentina florentina)Entire Range; Except where listed as Experimental Populations",E,"$4,782","$884,409,562"
995,"Moccasinshell, Coosa (Medionidus parvulus)",E,"$4,677","$884,414,239"
996,"Gambusia, Clear Creek (Gambusia heterochir)",E,"$4,650","$884,418,889"
997,"Lily, Pitkin Marsh (Lilium pardalinum ssp. pitkinense)",E,"$4,632","$884,423,521"
998,"Monkey-flower, Michigan (Mimulus glabratus var. michiganensis)",E,"$4,612","$884,428,133"
999,Olulu (Brighamia insignis),E,"$4,579","$884,432,712"
1000,"Rosemary, short-leaved (Conradina brevifolia)",E,"$4,500","$884,437,212"
1000,"Rhododendron, Chapman (Rhododendron chapmanii)",E,"$4,500","$884,441,712"
1000,"Fringe-tree, pygmy (Chionanthus pygmaeus)",E,"$4,500","$884,446,212"
1000,"Quillwort, black spored (Isoetes melanospora)",E,"$4,500","$884,450,712"
1000,"Quillwort, mat-forming (Isoetes tegetiformans)",E,"$4,500","$884,455,212"
1000,Diellia pallida (=Sci name),E,"$4,500","$884,459,712"
1001,Wahane (Pritchardia aylmer-robinsonii),E,"$4,425","$884,464,137"
1001,Schiedea membranacea (=Sci name),E,"$4,425","$884,468,562"
1001,Chamaesyce halemanui (=Sci name),E,"$4,425","$884,472,987"
1001,Kaulu (Pteralyxia kauaiensis),E,"$4,425","$884,477,412"
1001,Remya montgomeryi (=Sci name),E,"$4,425","$884,481,837"
1002,Capa rosa (Callicarpa ampla),E,"$4,416","$884,486,253"
1003,"Salamander, Shenandoah (Plethodon shenandoah)",E,"$4,345","$884,490,598"
1004,Aupaka (Isodendrion longifolium),T,"$4,325","$884,494,923"
1004,Kolea (Myrsine linearifolia),T,"$4,325","$884,499,248"
1004,Na`ena`e (Dubautia latifolia),E,"$4,325","$884,503,573"
1004,Koki`o ke`oke`o (Hibiscus waimeae ssp. hannerae),E,"$4,325","$884,507,898"
1004,Koki`o (Kokia kauaiensis),E,"$4,325","$884,512,223"
1004,Nehe (Lipochaeta fauriei),E,"$4,325","$884,516,548"
1004,Alani (Melicope pallida),E,"$4,325","$884,520,873"
1004,Munroidendron racemosum (=Sci name),E,"$4,325","$884,525,198"
1004,Remya kauaiensis (=Sci name),E,"$4,325","$884,529,523"
1004,"Iliau, dwarf (Wilkesia hobdyi)",E,"$4,325","$884,533,848"
1004,Nehe (Lipochaeta micrantha),E,"$4,325","$884,538,173"
1004,Nehe (Lipochaeta waimeaensis),E,"$4,325","$884,542,498"
1004,Kuawawaenohu (Alsinidendron lychnoides),E,"$4,325","$884,546,823"
1005,"Button-celery, San Diego (Eryngium aristulatum var. parishii)",E,"$4,275","$884,551,098"
1005,"Navarretia, spreading (Navarretia fossalis)",T,"$4,275","$884,555,373"
1006,Alani (Melicope reflexa),E,"$4,246","$884,559,619"
1007,"Kangaroo rat, Morro Bay (Dipodomys heermanni morroensis)",E,"$4,227","$884,563,846"
1008,"Rock-cress, Hoffmann's (Arabis hoffmannii)",E,"$4,182","$884,568,028"
1009,Lau `ehu (Panicum niihauense),E,"$4,179","$884,572,207"
1010,"Turtle, flattened musk (Sternotherus depressus)species range clarified",T,"$4,154","$884,576,361"
1011,Haha (Cyanea undulata),E,"$4,079","$884,580,440"
1011,Phyllostegia waimeae (=Sci name),E,"$4,079","$884,584,519"
1012,"Onion, Munz's (Allium munzii)",E,"$3,925","$884,588,444"
1012,"Crownscale, San Jacinto Valley (Atriplex coronata var. notatior)",E,"$3,925","$884,592,369"
1013,"Blue-star, Kearney's (Amsonia kearneyana)",E,"$3,800","$884,596,169"
1014,"Acornshell, southern (Epioblasma othcaloogensis)",E,"$3,777","$884,599,946"
1014,"Combshell, upland (Epioblasma metastriata)",E,"$3,777","$884,603,723"
1015,"Wallflower, Ben Lomond (Erysimum teretifolium)",E,"$3,726","$884,607,449"
1016,"Combshell, Cumberlandian (Epioblasma brevidens)AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL",EXPN,"$3,700","$884,611,149"
1016,"Chumbo, Higo (Harrisia portoricensis)",T,"$3,700","$884,614,849"
1017,"Fern, American hart's-tongue (Asplenium scolopendrium var.americanum)",T,"$3,680","$884,618,529"
1018,Xylosma crenatum (=Sci name),E,"$3,656","$884,622,185"
1019,"Spineflower, Sonoma (Chorizanthe valida)",E,"$3,650","$884,625,835"
1020,"Alopecurus, Sonoma (Alopecurus aequalis var. sonomensis)",E,"$3,594","$884,629,429"
1021,Stenogyne bifida (=Sci name),E,"$3,579","$884,633,008"
1022,"Blazingstar, Heller's (Liatris helleri)",T,"$3,576","$884,636,584"
1023,Hau kuahiwi (Hibiscadelphus woodii),E,"$3,504","$884,640,088"
1024,"Pearlymussel, birdwing (Conradilla caelata)AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert, and Lauderdale Counties, AL",EXPN,"$3,500","$884,643,588"
1024,`Awikiwiki (Canavalia molokaiensis),E,"$3,500","$884,647,088"
1024,Uvillo (Eugenia haematocarpa),E,"$3,500","$884,650,588"
1025,"Dudleyea, Santa Monica Mountains (Dudleya cymosa ssp. ovatifolia)",T,"$3,436","$884,654,024"
1026,"Trillium, persistent (Trillium persistens)",E,"$3,416","$884,657,440"
1027,"Rock-cress, shale barren (Arabis serotina)",E,"$3,324","$884,660,764"
1028,"Clubshell (Pleurobema clava)AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL",EXPN,"$3,300","$884,664,064"
1029,"Dudleya, marcescent (Dudleya cymosa ssp. marcescens)",T,"$3,236","$884,667,300"
1030,Aristida chaseae (=Sci name),E,"$3,200","$884,670,500"
1030,"Milk-vetch, triple-ribbed (Astragalus tricarinatus)",E,"$3,200","$884,673,700"
1030,Eugenia woodburyana (=Sci name),E,"$3,200","$884,676,900"
1031,"Mustard, Carter's (Warea carteri)",E,"$3,180","$884,680,080"
1032,"Shrimp, Squirrel Chimney Cave (Palaemonetes cummingi)",T,"$3,177","$884,683,257"
1033,Lysimachia lydgatei (=Sci name),E,"$3,079","$884,686,336"
1034,"Schiedea, Diamond Head (Schiedea adamantis)",E,"$3,054","$884,689,390"
1035,"Mint, scrub (Dicerandra frutescens)",E,"$3,000","$884,692,390"
1035,"Mint, Garrett's (Dicerandra christmanii)",E,"$3,000","$884,695,390"
1036,Silene perlmanii (=Sci name),E,"$2,987","$884,698,377"
1037,"Cory cactus, bunched (Coryphantha ramillosa)",T,"$2,950","$884,701,327"
1038,"Cypress, Santa Cruz (Cupressus abramsiana)",E,"$2,788","$884,704,115"
1039,"Butterfly, lotis blue (Lycaeides argyrognomon lotis)",E,"$2,750","$884,706,865"
1040,Haha (Cyanea pinnatifida),E,"$2,712","$884,709,577"
1041,`Akoko (Chamaesyce deppeana),E,"$2,612","$884,712,189"
1042,Phyllostegia knudsenii (=Sci name),E,"$2,579","$884,714,768"
1042,"Hedyotis, Na Pali beach (Hedyotis st.-johnii)",E,"$2,579","$884,717,347"
1042,`Aiea (Nothocestrum peltatum),E,"$2,579","$884,719,926"
1042,Viola helenae (=Sci name),E,"$2,579","$884,722,505"
1042,Nani wai`ale`ale (Viola kauaiensis var. wahiawaensis),E,"$2,579","$884,725,084"
1042,Kamakahala (Labordia lydgatei),E,"$2,579","$884,727,663"
1042,Haha (Cyanea asarifolia),E,"$2,579","$884,730,242"
1042,Na`ena`e (Dubautia pauciflorula),E,"$2,579","$884,732,821"
1042,Phyllostegia wawrana (=Sci name),E,"$2,579","$884,735,400"
1042,Stenogyne campanulata (=Sci name),E,"$2,579","$884,737,979"
1042,Kamakahala (Labordia tinifolia var. wahiawaensis),E,"$2,579","$884,740,558"
1043,"White-eye, bridled (Zosterops conspicillatus conspicillatus)",E,"$2,500","$884,743,058"
1043,"Salamander, desert slender (Batrachoseps aridus)",E,"$2,500","$884,745,558"
1044,"Cactus, Nellie cory (Coryphantha minima)",E,"$2,450","$884,748,008"
1045,"Phacelia, North Park (Phacelia formosula)",E,"$2,444","$884,750,452"
1046,"Campeloma, slender (Campeloma decampi)",E,"$2,382","$884,752,834"
1047,Alani (Melicope haupuensis),E,"$2,379","$884,755,213"
1048,"Mallow, Peter's Mountain (Iliamna corei)",E,"$2,345","$884,757,558"
1049,"Clubshell, black (Pleurobema curtum)",E,"$2,282","$884,759,840"
1049,"Combshell, southern (Epioblasma penita)",E,"$2,282","$884,762,122"
1050,"Bittercress, small-anthered (Cardamine micranthera)",E,"$2,256","$884,764,378"
1051,"Rocksnail, painted (Leptoxis taeniata)",T,"$2,252","$884,766,630"
1052,"Snail, noonday (Mesodon clarki nantahala)",T,"$2,116","$884,768,746"
1052,Bariaco (Trichilia triacantha),E,"$2,116","$884,770,862"
1053,"Malacothrix, island (Malacothrix squalida)",E,"$2,103","$884,772,965"
1054,"Spineflower, slender-horned (Dodecahema leptoceras)",E,"$2,101","$884,775,066"
1055,"Lupine, scrub (Lupinus aridorum)",E,"$2,100","$884,777,166"
1056,Tetramolopium rockii (=Sci name),T,"$2,079","$884,779,245"
1057,"Sculpin, pygmy (Cottus paulus (=pygmaeus))",T,"$2,077","$884,781,322"
1057,"Darter, vermilion (Etheostoma chermocki)",E,"$2,077","$884,783,399"
1057,"Pigtoe, flat (Pleurobema marshalli)",E,"$2,077","$884,785,476"
1057,"Elimia, lacy (snail) (Elimia crenatella)",T,"$2,077","$884,787,553"
1057,"Lioplax, cylindrical (snail) (Lioplax cyclostomaformis)",E,"$2,077","$884,789,630"
1057,"Pebblesnail, flat (Lepyrium showalteri)",E,"$2,077","$884,791,707"
1057,"Rocksnail, plicate (Leptoxis plicata)",E,"$2,077","$884,793,784"
1057,"Rocksnail, round (Leptoxis ampla)",T,"$2,077","$884,795,861"
1057,"Water-willow, Cooley's (Justicia cooleyi)",E,"$2,077","$884,797,938"
1057,"Water-plantain, Kral's (Sagittaria secundifolia)",T,"$2,077","$884,800,015"
1058,"Cactus, Winkler (Pediocactus winkleri)",T,"$2,066","$884,802,081"
1059,"Reed-mustard, shrubby (Schoenocrambe suffrutescens)",E,"$2,000","$884,804,081"
1059,"Manzanita, Presidio (Arctostaphylos hookeri var. ravenii)",E,"$2,000","$884,806,081"
1059,"Pawpaw, Rugel's (Deeringothamnus rugelii)",E,"$2,000","$884,808,081"
1059,Palo colorado (Ternstroemia luquillensis),E,"$2,000","$884,810,081"
1059,"Mint, longspurred (Dicerandra cornutissima)",E,"$2,000","$884,812,081"
1059,Schoepfia arenaria (=Sci name),T,"$2,000","$884,814,081"
1060,Mariscus fauriei (=Sci name),E,"$1,953","$884,816,034"
1061,"Anole, Culebra Island giant (Anolis roosevelti)",E,"$1,900","$884,817,934"
1061,"Peperomia, Wheeler's (Peperomia wheeleri)",E,"$1,900","$884,819,834"
1062,"Catspaw (=purple cat's paw pearlymussel) (Epioblasma obliquataobliquata)AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam,Colbert and Lauderdale Counties, AL",EXPN,"$1,800","$884,821,634"
1063,"Polygonum, Scotts Valley (Polygonum hickmanii)",E,"$1,744","$884,823,378"
1064,"Cavefish, Alabama (Speoplatyrhinus poulsoni)",E,"$1,731","$884,825,109"
1065,Amaranthus brownii (=Sci name),E,"$1,704","$884,826,813"
1066,Chamaecrista glandulosa var. mirabilis (=Sci name),E,"$1,700","$884,828,513"
1066,Leptocereus grantianus (=Sci name),E,"$1,700","$884,830,213"
1067,"Ladies'-tresses, Canelo Hills (Spiranthes delitescens)",E,"$1,680","$884,831,893"
1068,Lo`ulu (Pritchardia napaliensis),E,"$1,657","$884,833,550"
1069,"Bladderpod, lyrate (Lesquerella lyrata)",T,"$1,621","$884,835,171"
1070,Opuhe (Urera kaalae),E,"$1,587","$884,836,758"
1071,"Thistle, Loch Lomond coyote (Eryngium constancei)",E,"$1,582","$884,838,340"
1072,Koki`o ke`oke`o (Hibiscus arnottianus ssp. immaculatus),E,"$1,579","$884,839,919"
1073,"Beardtongue, Penland (Penstemon penlandii)",E,"$1,507","$884,841,426"
1074,"Prickly-ash, St. Thomas (Zanthoxylum thomasianum)",E,"$1,500","$884,842,926"
1075,Lobelia oahuensis (=Sci name),E,"$1,487","$884,844,413"
1075,`Ohe`ohe (Tetraplasandra gymnocarpa),E,"$1,487","$884,845,900"
1075,Ha`iwale (Cyrtandra crenata),E,"$1,487","$884,847,387"
1076,Ilex sintenisii (=Sci name),E,"$1,416","$884,848,803"
1077,Mitracarpus maxwelliae (=Sci name),E,"$1,400","$884,850,203"
1077,Mitracarpus polycladus (=Sci name),E,"$1,400","$884,851,603"
1078,"Darter, bayou (Etheostoma rubrum)",T,"$1,311","$884,852,914"
1079,"Sandalwood, Lanai (=`iliahi) (Santalum freycinetianum var. lanaiense)",E,"$1,279","$884,854,193"
1080,Holei (Ochrosia kilaueaensis),E,"$1,253","$884,855,446"
1080,Haha (Cyanea copelandii ssp. copelandii),E,"$1,253","$884,856,699"
1081,"Lupine, Nipomo Mesa (Lupinus nipomensis)",E,"$1,242","$884,857,941"
1082,"Boa, Mona (Epicrates monensis monensis)",T,"$1,200","$884,859,141"
1082,"Coqui, golden (Eleutherodactylus jasperi)",T,"$1,200","$884,860,341"
1082,Palo de ramon (Banara vanderbiltii),E,"$1,200","$884,861,541"
1082,"Boxwood, Vahl's (Buxus vahlii)",E,"$1,200","$884,862,741"
1082,Cordia bellonis (=Sci name),E,"$1,200","$884,863,941"
1082,"Goetzea, beautiful (Goetzea elegans)",E,"$1,200","$884,865,141"
1082,"Iagu, Hayun (=(Guam), Tronkon guafi (Rota)) (Serianthes nelsonii)",E,"$1,200","$884,866,341"
1082,"Fern, Elfin tree (Cyathea dryopteroides)",E,"$1,200","$884,867,541"
1082,Elaphoglossum serpens (=Sci name),E,"$1,200","$884,868,741"
1082,Polystichum calderonense (=Sci name),E,"$1,200","$884,869,941"
1082,Tectaria estremerana (=Sci name),E,"$1,200","$884,871,141"
1082,Thelypteris inabonensis (=Sci name),E,"$1,200","$884,872,341"
1082,Thelypteris verecunda (=Sci name),E,"$1,200","$884,873,541"
1082,Thelypteris yaucoensis (=Sci name),E,"$1,200","$884,874,741"
1083,Phyllostegia glabra var. lanaiensis (=Sci name),E,"$1,179","$884,875,920"
1084,"Beargrass, Britton's (Nolina brittoniana)",E,"$1,100","$884,877,020"
1085,"Ridge-cress, Barneby (Lepidium barnebyanum)",E,"$1,090","$884,878,110"
1086,"Buttercup, autumn (Ranunculus aestivalis (=acriformis))",E,"$1,060","$884,879,170"
1087,"Button, Mohr's Barbara (Marshallia mohrii)",T,"$1,016","$884,880,186"
1088,"Gecko, Monito (Sphaerodactylus micropithecus)",E,"$1,000","$884,881,186"
1088,"Butterfly, Myrtle's silverspot (Speyeria zerene myrtleae)",E,"$1,000","$884,882,186"
1088,"Dudleya, Conejo (Dudleya abramsii ssp. parva)",T,"$1,000","$884,883,186"
1088,"Bladderpod, kodachrome (Lesquerella tumulosa)",E,"$1,000","$884,884,186"
