Rank,Species (50 CFR Part 17),Status,"SpeciesTotal","CumulativeTotal"
586,Lobelia gaudichaudii ssp. koolauensis (=Sci name),E,"$43,038","$934,959,244"
587,Wawae`iole (Lycopodium (=Phlegmariurus) nutans),E,"$42,938","$935,002,182"
588,"Gilia, Monterey (Gilia tenuiflora ssp. arenaria)",E,"$42,922","$935,045,104"
589,"Mouse, Pacific pocket (Perognathus longimembris pacificus)",E,"$42,817","$935,087,921"
590,"Phlox, Yreka (Phlox hirsuta)",E,"$42,693","$935,130,614"
591,"Milk-vetch, Deseret (Astragalus desereticus)",T,"$42,500","$935,173,114"
591,"Rhododendron, Chapman (Rhododendron chapmanii)",E,"$42,500","$935,215,614"
592,"Seablite, California (Suaeda californica)",E,"$42,373","$935,257,987"
593,"Dropwort, Canby's (Oxypolis canbyi)",E,"$42,350","$935,300,337"
594,"Darter, snail (Percina tanasi)",T,"$42,270","$935,342,607"
595,"Heelsplitter, Alabama (=inflated) (Potamilus inflatus)",T,"$42,160","$935,384,767"
596,"Milk-vetch, Ventura Marsh (Astragalus pycnostachyus var. lanosissimus)",E,"$42,139","$935,426,906"
597,Pigeon wings (Clitoria fragrans),T,"$42,000","$935,468,906"
598,`Aiea (Nothocestrum peltatum),E,"$41,700","$935,510,606"
599,"Sunburst, Hartweg's golden (Pseudobahia bahiifolia)",E,"$41,666","$935,552,272"
600,Uhiuhi (Caesalpinia kavaiense),E,"$41,500","$935,593,772"
601,"Butterfly, bay checkerspot (Euphydryas editha bayensis)",T,"$41,295","$935,635,067"
602,"Springsnail, Bruneau Hot (Pyrgulopsis bruneauensis)",E,"$41,245","$935,676,312"
603,"Indian paintbrush, San Clemente Island (Castilleja grisea)",E,"$41,118","$935,717,430"
604,"Moccasinshell, Ochlockonee (Medionidus simpsonianus)",E,"$40,115","$935,757,545"
605,"Prairie-clover, leafy (Dalea foliosa)",E,"$40,075","$935,797,620"
606,"Monkeyface, Cumberland (pearlymussel) (Quadrula intermedia)Entire Range; Except where listed as Experimental Populations",E,"$40,046","$935,837,666"
607,"Milk-vetch, Braunton's (Astragalus brauntonii)",E,"$39,798","$935,877,464"
608,"Sucker, Santa Ana (Catostomus santaanae)3 CA river basins",T,"$39,676","$935,917,140"
609,"Onion, Munz's (Allium munzii)",E,"$39,619","$935,956,759"
610,"Wallflower, Ben Lomond (Erysimum teretifolium)",E,"$39,555","$935,996,314"
611,"Birds-in-a-nest, white (Macbridea alba)",T,"$39,500","$936,035,814"
611,"Buckwheat, scrub (Eriogonum longifolium var. gnaphalifolium)",T,"$39,500","$936,075,314"
612,"Larkspur, San Clemente Island (Delphinium variegatum ssp. kinkiense)",E,"$39,354","$936,114,668"
612,"Bush-mallow, San Clemente Island (Malacothamnus clementinus)",E,"$39,354","$936,154,022"
613,"Turtle, yellow-blotched map (Graptemys flavimaculata)",T,"$39,300","$936,193,322"
614,"Torreya, Florida (Torreya taxifolia)",E,"$39,200","$936,232,522"
615,"Orcutt grass, slender (Orcuttia tenuis)",T,"$39,039","$936,271,561"
616,"Darter, bluemask (=jewel) (Etheostoma sp.)",E,"$38,800","$936,310,361"
617,"Watercress, Gambel's (Rorippa gambellii)",E,"$38,771","$936,349,132"
618,"Woodland-star, San Clemente Island (Lithophragma maximum)",E,"$38,660","$936,387,792"
619,"Beetle, Comal Springs riffle (Heterelmis comalensis)",E,"$38,359","$936,426,151"
620,"Clarkia, Springville (Clarkia springvillensis)",T,"$38,000","$936,464,151"
621,"Rockcress, Santa Cruz Island (Sibara filifolia)",E,"$37,954","$936,502,105"
622,"Grass, Solano (Tuctoria mucronata)",E,"$37,799","$936,539,904"
623,"Boa, Puerto Rican (Epicrates inornatus)",E,"$37,500","$936,577,404"
624,"Milkweed, Welsh's (Asclepias welshii)",T,"$37,450","$936,614,854"
625,"Springfish, White River (Crenichthys baileyi baileyi)",E,"$37,302","$936,652,156"
626,"Stickseed, showy (Hackelia venusta)",E,"$37,057","$936,689,213"
627,"Snail, flat-spired three-toothed (Triodopsis platysayoides)",T,"$37,036","$936,726,249"
628,"Ladies'-tresses, Navasota (Spiranthes parksii)",E,"$37,020","$936,763,269"
629,"Marstonia, royal (snail) (Pyrgulopsis ogmorhaphe)",E,"$37,000","$936,800,269"
629,"Skullcap, Florida (Scutellaria floridana)",T,"$37,000","$936,837,269"
630,"Moccasinshell, Alabama (Medionidus acutissimus)",T,"$36,900","$936,874,169"
631,"Goldfields, Contra Costa (Lasthenia conjugens)",E,"$36,474","$936,910,643"
632,"Shrimp, Alabama cave (Palaemonias alabamae)",E,"$36,232","$936,946,875"
633,"Madtom, smoky (Noturus baileyi)Entire",E,"$36,150","$936,983,025"
634,`Oha wai (Clermontia drepanomorpha),E,"$36,100","$937,019,125"
635,"fatmucket, Arkansas (Lampsilis powellii)",T,"$36,000","$937,055,125"
635,"Manzanita, Ione (Arctostaphylos myrtifolia)",T,"$36,000","$937,091,125"
636,"Tuctoria, Greene's (Tuctoria greenei)",E,"$35,780","$937,126,905"
637,"Buckwheat, cushenbury (Eriogonum ovalifolium var. vineum)",E,"$35,523","$937,162,428"
637,"Milk-vetch, Cushenbury (Astragalus albens)",E,"$35,523","$937,197,951"
637,"Oxytheca, cushenbury (Oxytheca parishii var. goodmaniana)",E,"$35,523","$937,233,474"
638,"Crayfish, cave (Cambarus aculabrum)",E,"$35,300","$937,268,774"
639,"Bladderpod, San Bernardino Mountains (Lesquerella kingii ssp. bernardina)",E,"$35,223","$937,303,997"
640,"Cactus, Tobusch fishhook (Ancistrocactus tobuschii)",E,"$34,900","$937,338,897"
641,"Skink, bluetail mole (Eumeces egregius lividus)",T,"$34,708","$937,373,605"
642,"Fly, Delhi Sands flower-loving (Rhaphiomidas terminatus abdominalis)",E,"$34,393","$937,407,998"
643,"Chub, Sonora (Gila ditaenia)",T,"$34,100","$937,442,098"
644,Plymouth Red-Bellied Turtle (Pseudemys rubriventris bangsi),E,"$34,032","$937,476,130"
645,"Manioc, Walker's (Manihot walkerae)",E,"$34,000","$937,510,130"
646,"Naucorid, Ash Meadows (Ambrysus amargosus)",T,"$33,800","$937,543,930"
647,"Bird's-beak, soft (Cordylanthus mollis ssp. mollis)",E,"$33,576","$937,577,506"
648,`O`u (honeycreeper) (Psittirostra psittacea),E,"$33,512","$937,611,018"
649,"Pennyroyal, Todsen's (Hedeoma todsenii)",E,"$33,200","$937,644,218"
650,"Heartleaf, dwarf-flowered (Hexastylis naniflora)",T,"$33,000","$937,677,218"
651,"Butterfly, Behren's silverspot (Speyeria zerene behrensii)",E,"$32,400","$937,709,618"
652,"Sandwort, Cumberland (Arenaria cumberlandensis)",E,"$32,335","$937,741,953"
653,Ko`oko`olau (Bidens micrantha ssp. kalealaha),E,"$31,865","$937,773,818"
654,"Gooseberry, Miccosukee (Ribes echinellum)",T,"$31,500","$937,805,318"
655,"Chub, Owens tui (Gila bicolor snyderi)",E,"$31,435","$937,836,753"
656,"Kangaroo rat, Morro Bay (Dipodomys heermanni morroensis)",E,"$31,033","$937,867,786"
657,"Polygala, Lewton's (Polygala lewtonii)",E,"$30,800","$937,898,586"
658,"Nightjar, Puerto Rican (Caprimulgus noctitherus)",E,"$30,500","$937,929,086"
659,"Checkermallow, Wenatchee Mountains (Sidalcea oregana var. calva)",E,"$30,486","$937,959,572"
660,"Darter, boulder (Etheostoma wapiti)",E,"$30,483","$937,990,055"
661,"Bladderpod, white (Lesquerella pallida)",E,"$30,300","$938,020,355"
662,"Wooly-threads, San Joaquin (Monolopia (=Lembertia) congdonii)",E,"$30,266","$938,050,621"
663,"Akialoa, Kauai (honeycreeper) (Hemignathus procerus)",E,"$29,912","$938,080,533"
664,"Wallflower, Contra Costa (Erysimum capitatum var. angustatum)",E,"$29,680","$938,110,213"
665,"Chub, slender (Erimystax cahni)",T,"$29,421","$938,139,634"
666,"Kidneyshell, triangular (Ptychobranchus greenii)",E,"$29,300","$938,168,934"
667,"Beetle, Hungerford's crawling water (Brychius hungerfordi)",E,"$29,100","$938,198,034"
668,"Pocketbook, finelined (Lampsilis altilis)",T,"$29,000","$938,227,034"
668,"Ziziphus, Florida (Ziziphus celata)",E,"$29,000","$938,256,034"
669,"Snail, Newcomb's (Erinna newcombi)",T,"$28,800","$938,284,834"
670,"Logperch, Conasauga (Percina jenkinsi)",E,"$28,600","$938,313,434"
671,"Clarkia, Presidio (Clarkia franciscana)",E,"$28,500","$938,341,934"
672,"Sunflower, Schweinitz's (Helianthus schweinitzii)",E,"$28,385","$938,370,319"
673,"Lousewort, Furbish (Pedicularis furbishiae)",E,"$28,025","$938,398,344"
674,"Beargrass, Britton's (Nolina brittoniana)",E,"$28,000","$938,426,344"
675,"Milk-vetch, Jesup's (Astragalus robbinsii var. jesupi)",E,"$27,705","$938,454,049"
676,"Rattlesnake, New Mexican ridge-nosed (Crotalus willardi obscurus)",T,"$27,650","$938,481,699"
677,Geocarpon minimum (=Sci name),T,"$27,556","$938,509,255"
678,"Dace, Kendall Warm Springs (Rhinichthys osculus thermalis)",E,"$27,483","$938,536,738"
679,"`O`o, Kauai (honeyeater) (Moho braccatus)",E,"$27,482","$938,564,220"
680,"Mucket, orangenacre (Lampsilis perovalis)",T,"$27,400","$938,591,620"
680,"Aster, Florida golden (Chrysopsis floridana)",E,"$27,400","$938,619,020"
681,"Thrush, large Kauai (=kamao) (Myadestes myadestinus)",E,"$27,100","$938,646,120"
682,Snakeroot (Eryngium cuneifolium),E,"$27,000","$938,673,120"
683,"Townsendia, Last Chance (Townsendia aprica)",T,"$26,915","$938,700,035"
684,Stirrupshell (Quadrula stapes),E,"$26,900","$938,726,935"
685,"Manzanita, Santa Rosa Island (Arctostaphylos confertiflora)",E,"$26,550","$938,753,485"
686,"Pigtoe, finerayed (Fusconaia cuneolus)U.S.A. (TN - specified portions of the French Broad and Holston Rivers; see17.85(b)(1))",EXPN,"$26,500","$938,779,985"
686,"Plum, scrub (Prunus geniculata)",E,"$26,500","$938,806,485"
686,Alani (Melicope adscendens),E,"$26,500","$938,832,985"
687,"Barberry, island (Berberis pinnata ssp. insularis)",E,"$26,362","$938,859,347"
688,"Fern, Aleutian shield (Polystichum aleuticum)",E,"$26,200","$938,885,547"
689,Alani (Melicope knudsenii),E,"$26,100","$938,911,647"
690,"Ground-plum, Guthrie's (=Pyne's) (Astragalus bibullatus)",E,"$26,039","$938,937,686"
691,"Crayfish, Shasta (Pacifastacus fortis)",E,"$26,000","$938,963,686"
691,"Rosemary, Apalachicola (Conradina glabra)",E,"$26,000","$938,989,686"
691,"Butterwort, Godfrey's (Pinguicula ionantha)",T,"$26,000","$939,015,686"
691,"Sandalwood, Lanai (=`iliahi) (Santalum freycinetianum var. lanaiense)",E,"$26,000","$939,041,686"
692,"Toad, Puerto Rican crested (Peltophryne lemur)",T,"$25,886","$939,067,572"
693,"Darter, goldline (Percina aurolineata)",T,"$25,700","$939,093,272"
694,"Frankenia, Johnston's (Frankenia johnstonii)",E,"$25,600","$939,118,872"
695,"Lilliput, pale (pearlymussel) (Toxolasma cylindrellus)",E,"$25,450","$939,144,322"
696,"Sea turtle, olive ridley (Lepidochelys olivacea)Mexican nesting pop.",E,"$25,307","$939,169,629"
697,"Springfish, Hiko White River (Crenichthys baileyi grandis)",E,"$25,302","$939,194,931"
698,"Moccasinshell, Coosa (Medionidus parvulus)",E,"$25,300","$939,220,231"
699,"Coral, staghorn (Acropora cervicornis)",T,"$25,251","$939,245,482"
700,"Salamander, Cheat Mountain (Plethodon nettingi)",T,"$24,954","$939,270,436"
701,"Irisette, white (Sisyrinchium dichotomum)",E,"$24,900","$939,295,336"
702,"Dace, Independence Valley speckled (Rhinichthys osculus lethoporus)",E,"$24,819","$939,320,155"
703,"Daisy, Maguire (Erigeron maguirei)",T,"$24,679","$939,344,834"
704,"Chub, Borax Lake (Gila boraxobius)",E,"$24,582","$939,369,416"
705,Sandlace (Polygonella myriophylla),E,"$24,400","$939,393,816"
706,"Button-celery, San Diego (Eryngium aristulatum var. parishii)",E,"$24,212","$939,418,028"
706,"Mesa-mint, San Diego (Pogogyne abramsii)",E,"$24,212","$939,442,240"
707,"Dace, Clover Valley speckled (Rhinichthys osculus oligoporus)",E,"$24,077","$939,466,317"
708,"Gambusia, Big Bend (Gambusia gaigei)",E,"$24,000","$939,490,317"
708,"Chub, Hutton tui (Gila bicolor ssp.)Hutton",T,"$24,000","$939,514,317"
708,"Clover, showy Indian (Trifolium amoenum)",E,"$24,000","$939,538,317"
709,"Darter, watercress (Etheostoma nuchale)",E,"$23,931","$939,562,248"
710,"Cypress, Santa Cruz (Cupressus abramsiana)",E,"$23,678","$939,585,926"
711,"Iris, dwarf lake (Iris lacustris)",T,"$23,630","$939,609,556"
712,"Orcutt grass, Sacramento (Orcuttia viscida)",E,"$23,600","$939,633,156"
713,"Spineflower, slender-horned (Dodecahema leptoceras)",E,"$23,503","$939,656,659"
714,"Dwarf-flax, Marin (Hesperolinon congestum)",T,"$23,500","$939,680,159"
715,"Darter, relict (Etheostoma chienense)",E,"$23,200","$939,703,359"
716,"Butterfly, Uncompahgre fritillary (Boloria acrocnema)",E,"$23,134","$939,726,493"
717,"Tern, roseate (Sterna dougallii dougallii)Western Hemisphere except NE U.S.",T,"$22,951","$939,749,444"
718,"Goldenrod, Short's (Solidago shortii)",E,"$22,500","$939,771,944"
718,"Goetzea, beautiful (Goetzea elegans)",E,"$22,500","$939,794,444"
719,"Spurge, telephus (Euphorbia telephioides)",T,"$22,300","$939,816,744"
720,"Meadowrue, Cooley's (Thalictrum cooleyi)",E,"$22,285","$939,839,029"
721,"Chub, spotfin (Erimonax monachus)Shoal Creek",EXPN,"$22,200","$939,861,229"
722,"Orcutt grass, San Joaquin (Orcuttia inaequalis)",T,"$22,100","$939,883,329"
723,"Bladderpod, Dudley Bluffs (Lesquerella congesta)",T,"$22,092","$939,905,421"
724,"Cactus, Mesa Verde (Sclerocactus mesae-verdae)",T,"$22,091","$939,927,512"
725,"Trout, Little Kern golden (Oncorhynchus aguabonita whitei)",T,"$22,000","$939,949,512"
725,"Thelypody, Howell's spectacular (Thelypodium howellii spectabilis)",T,"$22,000","$939,971,512"
726,"Cactus, Brady pincushion (Pediocactus bradyi)",E,"$21,850","$939,993,362"
726,"Cactus, Siler pincushion (Pediocactus (=Echinocactus,=Utahia) sileri)",T,"$21,850","$940,015,212"
727,"Manzanita, pallid (Arctostaphylos pallida)",T,"$21,500","$940,036,712"
728,"Isopod, Lee County cave (Lirceus usdagalun)",E,"$21,250","$940,057,962"
729,"Pocketbook, speckled (Lampsilis streckeri)",E,"$21,000","$940,078,962"
730,"Catspaw (=purple cat's paw pearlymussel) (Epioblasma obliquata obliquata)AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbertand Lauderdale Counties, AL",EXPN,"$20,882","$940,099,844"
731,"Yellowhead, desert (Yermo xanthocephalus)",T,"$20,571","$940,120,415"
732,"Owl's-clover, fleshy (Castilleja campestris ssp. succulenta)",T,"$20,500","$940,140,915"
732,"Rush-pea, slender (Hoffmannseggia tenella)",E,"$20,500","$940,161,415"
733,"Orcutt grass, California (Orcuttia californica)",E,"$20,462","$940,181,877"
734,"Buttercup, autumn (Ranunculus aestivalis (=acriformis))",E,"$20,330","$940,202,207"
735,"Turtle, ringed map (Graptemys oculifera)",T,"$20,225","$940,222,432"
736,"Ceanothus, coyote (Ceanothus ferrisae)",E,"$20,182","$940,242,614"
736,"Dudleya, Santa Clara Valley (Dudleya setchellii)",E,"$20,182","$940,262,796"
737,"Milk-vetch, Applegate's (Astragalus applegatei)",E,"$20,115","$940,282,911"
738,"Milk-vetch, Ash meadows (Astragalus phoenix)",T,"$20,100","$940,303,011"
738,"Ivesia, Ash Meadows (Ivesia kingii var. eremica)",T,"$20,100","$940,323,111"
739,"Sunburst, San Joaquin adobe (Pseudobahia peirsonii)",T,"$20,066","$940,343,177"
740,"Bladderpod, Zapata (Lesquerella thamnophila)",E,"$20,000","$940,363,177"
741,"Snail, tulotoma (Tulotoma magnifica)",E,"$19,700","$940,382,877"
742,"Lizard, Island night (Xantusia riversiana)",T,"$19,696","$940,402,573"
743,"Beetle, Comal Springs dryopid (Stygoparnus comalensis)",E,"$19,659","$940,422,232"
744,"Harvestman, Bone Cave (Texella reyesi)",E,"$19,640","$940,441,872"
745,"Thistle, Suisun (Cirsium hydrophilum var. hydrophilum)",E,"$19,500","$940,461,372"
746,"Milk-vetch, Osterhout (Astragalus osterhoutii)",E,"$19,474","$940,480,846"
747,"Checker-mallow, Keck's (Sidalcea keckii)",E,"$19,400","$940,500,246"
747,"Whitlow-wort, papery (Paronychia chartacea)",T,"$19,400","$940,519,646"
748,"Spineflower, Robust (incl. Scotts Valley) (Chorizanthe robusta (incl. vars. robustaand hartwegii))",E,"$19,337","$940,538,983"
749,"Leather flower, Morefield's (Clematis morefieldii)",E,"$19,250","$940,558,233"
750,"Goldenrod, Houghton's (Solidago houghtonii)",T,"$18,950","$940,577,183"
751,"Snail, Virginia fringed mountain (Polygyriscus virginianus)",E,"$18,910","$940,596,093"
752,"Milk-vetch, Sentry (Astragalus cremnophylax var. cremnophylax)",E,"$18,850","$940,614,943"
753,"Fringepod, Santa Cruz Island (Thysanocarpus conchuliferus)",E,"$18,794","$940,633,737"
754,"Sand-verbena, large-fruited (Abronia macrocarpa)",E,"$18,780","$940,652,517"
755,"Beaked-rush, Knieskern's (Rhynchospora knieskernii)",T,"$18,751","$940,671,268"
756,"Milk-vetch, Coachella Valley (Astragalus lentiginosus var. coachellae)",E,"$18,728","$940,689,996"
757,"Alopecurus, Sonoma (Alopecurus aequalis var. sonomensis)",E,"$18,600","$940,708,596"
757,"Lily, Minnesota dwarf trout (Erythronium propullans)",E,"$18,600","$940,727,196"
758,"Lichen, rock gnome (Gymnoderma lineare)",E,"$18,500","$940,745,696"
759,"Spider, Kauai cave wolf or pe'e pe'e maka 'ole (Adelocosa anops)",E,"$18,263","$940,763,959"
760,"Wild-buckwheat, clay-loving (Eriogonum pelinophilum)",E,"$18,218","$940,782,177"
761,Ko`oloa`ula (Abutilon menziesii),E,"$18,103","$940,800,280"
762,"Paintbrush, soft-leaved (Castilleja mollis)",E,"$18,049","$940,818,329"
763,"Lead-plant, Crenulate (Amorpha crenulata)",E,"$18,004","$940,836,333"
764,"Darter, vermilion (Etheostoma chermocki)",E,"$18,000","$940,854,333"
764,Ha`iwale (Cyrtandra giffardii),E,"$18,000","$940,872,333"
765,"Cactus, Cochise pincushion (Coryphantha robbinsorum)",T,"$17,850","$940,890,183"
766,"Rock-cress, Braun's (Arabis perstellata)",E,"$17,600","$940,907,783"
767,"Coneflower, Tennessee purple (Echinacea tennesseensis)",E,"$17,325","$940,925,108"
768,"Lampmussel, Alabama (Lampsilis virescens)Entire Range; Except where listed as Experimental Populations",E,"$17,300","$940,942,408"
769,"Evening-primrose, Antioch Dunes (Oenothera deltoides ssp. howellii)",E,"$17,140","$940,959,548"
770,"Blazingstar, Ash Meadows (Mentzelia leucophylla)",T,"$17,100","$940,976,648"
770,"Sunray, Ash Meadows (Enceliopsis nudicaulis var. corrugata)",T,"$17,100","$940,993,748"
771,"Thistle, Sacramento Mountains (Cirsium vinaceum)",T,"$17,000","$941,010,748"
772,"Fern, American hart's-tongue (Asplenium scolopendrium var. americanum)",T,"$16,950","$941,027,698"
773,Wawae`iole (Huperzia mannii),E,"$16,885","$941,044,583"
774,"Moorhen, Mariana common (Gallinula chloropus guami)",E,"$16,877","$941,061,460"
775,"Pitcher-plant, Alabama canebrake (Sarracenia rubra alabamensis)",E,"$16,700","$941,078,160"
776,"Amphipod, Kauai cave (Spelaeorchestia koloana)",E,"$16,663","$941,094,823"
777,"Poppy, Sacramento prickly (Argemone pleiacantha ssp. pinnatisecta)",E,"$16,500","$941,111,323"
777,"Leather flower, Alabama (Clematis socialis)",E,"$16,500","$941,127,823"
778,"Milk-vetch, Fish Slough (Astragalus lentiginosus var. piscinensis)",T,"$16,393","$941,144,216"
779,"Twinpod, Dudley Bluffs (Physaria obcordata)",T,"$16,301","$941,160,517"
780,"Akepa, Maui (honeycreeper) (Loxops coccineus ochraceus)",E,"$16,212","$941,176,729"
781,"Riversnail, Anthony's (Athearnia anthonyi)Entire Range; Except where listed as Experimental Populations",E,"$16,020","$941,192,749"
782,"Snail, Chittenango ovate amber (Succinea chittenangoensis)",T,"$16,000","$941,208,749"
782,"Cactus, black lace (Echinocereus reichenbachii var. albertii)",E,"$16,000","$941,224,749"
782,"Lessingia, San Francisco (Lessingia germanorum (=L.g. var. germanorum))",E,"$16,000","$941,240,749"
783,"Blossom, green (pearlymussel) (Epioblasma torulosa gubernaculum)",E,"$15,900","$941,256,649"
784,"Towhee, Inyo California (Pipilo crissalis eremophilus)",T,"$15,780","$941,272,429"
785,"Acornshell, southern (Epioblasma othcaloogensis)",E,"$15,700","$941,288,129"
785,"Elimia, lacy (snail) (Elimia crenatella)",T,"$15,700","$941,303,829"
785,"Rocksnail, plicate (Leptoxis plicata)",E,"$15,700","$941,319,529"
786,"Gerardia, sandplain (Agalinis acuta)",E,"$15,417","$941,334,946"
787,"Pigtoe, dark (Pleurobema furvum)",E,"$15,300","$941,350,246"
788,"Milk-vetch, Mancos (Astragalus humillimus)",E,"$15,274","$941,365,520"
789,"Joint-vetch, sensitive (Aeschynomene virginica)",T,"$15,255","$941,380,775"
790,"Combshell, upland (Epioblasma metastriata)",E,"$15,200","$941,395,975"
790,"`Aiakeakua, popolo (Solanum sandwicense)",E,"$15,200","$941,411,175"
791,"Spider, Tooth Cave (Leptoneta myopica)",E,"$15,060","$941,426,235"
792,"Blossom, yellow (pearlymussel) (Epioblasma florentina florentina)Entire Range; Except where listed as Experimental Populations",E,"$15,000","$941,441,235"
792,"Snail, painted snake coiled forest (Anguispira picta)",T,"$15,000","$941,456,235"
792,"Crayfish, cave (Cambarus zophonastes)",E,"$15,000","$941,471,235"
792,"Bladderpod, kodachrome (Lesquerella tumulosa)",E,"$15,000","$941,486,235"
793,Aupaka (Isodendrion laurifolium),E,"$14,900","$941,501,135"
794,"Amphipod, Noel's (Gammarus desperatus)",E,"$14,600","$941,515,735"
795,"Water-plantain, Kral's (Sagittaria secundifolia)",T,"$14,550","$941,530,285"
796,"Peperomia, Wheeler's (Peperomia wheeleri)",E,"$14,500","$941,544,785"
796,"Harebells, Avon Park (Crotalaria avonensis)",E,"$14,500","$941,559,285"
797,"Thistle, Chorro Creek bog (Cirsium fontinale var. obispoense)",E,"$14,359","$941,573,644"
798,"Beetle, Kretschmarr Cave mold (Texamaurops reddelli)",E,"$14,340","$941,587,984"
798,"Beetle, Tooth Cave ground (Rhadine persephone)",E,"$14,340","$941,602,324"
799,"Phacelia, island (Phacelia insularis ssp. insularis)",E,"$14,337","$941,616,661"
800,"Pawpaw, four-petal (Asimina tetramera)",E,"$14,300","$941,630,961"
800,"Mint, scrub (Dicerandra frutescens)",E,"$14,300","$941,645,261"
801,"Cycladenia, Jones (Cycladenia jonesii (=humilis))",T,"$14,229","$941,659,490"
802,"Bluecurls, Hidden Lake (Trichostema austromontanum ssp. compactum)",T,"$14,076","$941,673,566"
802,"Ceanothus, Vail Lake (Ceanothus ophiochilus)",T,"$14,076","$941,687,642"
803,"Pigeon, Puerto Rican plain (Columba inornata wetmorei)",E,"$14,000","$941,701,642"
803,Cordia bellonis (=Sci name),E,"$14,000","$941,715,642"
804,"Cactus, Knowlton (Pediocactus knowltonii)",E,"$13,988","$941,729,630"
805,`Akoko (Euphorbia haeleeleana),E,"$13,900","$941,743,530"
805,Haha (Cyanea mceldowneyi),E,"$13,900","$941,757,430"
806,`Ahinahina (Argyroxiphium sandwicense ssp. macrocephalum),T,"$13,865","$941,771,295"
807,"Bulrush, Northeastern (Scirpus ancistrochaetus)",E,"$13,770","$941,785,065"
808,Diplazium molokaiense (=Sci name),E,"$13,369","$941,798,434"
809,"Pomace fly, [unnamed] (Drosophila aglaia)",E,"$13,367","$941,811,801"
809,"Pomace fly, [unnamed] (Drosophila heteroneura)",E,"$13,367","$941,825,168"
809,"Pomace fly, [unnamed] (Drosophila montgomeryi)",E,"$13,367","$941,838,535"
809,"Pomace fly, [unnamed] (Drosophila mulli)",T,"$13,367","$941,851,902"
809,"Pomace fly, [unnamed] (Drosophila musaphila)",E,"$13,367","$941,865,269"
809,"Pomace fly, [unnamed] (Drosophila neoclavisetae)",E,"$13,367","$941,878,636"
809,"Pomace fly, [unnamed] (Drosophila obatai)",E,"$13,367","$941,892,003"
809,"Pomace fly, [unnamed] (Drosophila substenoptera)",E,"$13,367","$941,905,370"
809,"Pomace fly, [unnamed] (Drosophila tarphytrichia)",E,"$13,367","$941,918,737"
809,"Pomace fly, [unnamed] (Drosophila hemipeza)",E,"$13,367","$941,932,104"
809,"Pomace fly, [unnamed] (Drosophila ochrobasis)",E,"$13,367","$941,945,471"
809,"Pomace fly, [unnamed] (Drosophila differens)",E,"$13,367","$941,958,838"
810,"Madtom, yellowfin (Noturus flavipinnis)Holston River, VA, TN",EXPN,"$13,000","$941,971,838"
810,"Pawpaw, Rugel's (Deeringothamnus rugelii)",E,"$13,000","$941,984,838"
810,"Primrose, Maguire (Primula maguirei)",T,"$13,000","$941,997,838"
811,"Reed-mustard, shrubby (Schoenocrambe suffrutescens)",E,"$12,866","$942,010,704"
812,"Mountain-mahogany, Catalina Island (Cercocarpus traskiae)",E,"$12,784","$942,023,488"
813,"Mint, Lakela's (Dicerandra immaculata)",E,"$12,700","$942,036,188"
813,"Cactus, San Rafael (Pediocactus despainii)",E,"$12,700","$942,048,888"
813,Haha (Cyanea hamatiflora ssp. carlsonii),E,"$12,700","$942,061,588"
814,"Vetch, Hawaiian (Vicia menziesii)",E,"$12,600","$942,074,188"
815,"Anole, Culebra Island giant (Anolis roosevelti)",E,"$12,500","$942,086,688"
815,"Navarretia, few-flowered (Navarretia leucocephala ssp. pauciflora (=N. pauciflora))",E,"$12,500","$942,099,188"
815,"Fern, Alabama streak-sorus (Thelypteris pilosa var. alabamensis)",T,"$12,500","$942,111,688"
816,"Vervain, Red Hills (Verbena californica)",T,"$12,300","$942,123,988"
817,"Rocksnail, painted (Leptoxis taeniata)",T,"$12,200","$942,136,188"
818,Calyptranthes thomasiana (=Sci name),E,"$12,048","$942,148,236"
819,`Ahinahina (Argyroxiphium sandwicense ssp. sandwicense),E,"$12,000","$942,160,236"
819,Ha`iwale (Cyrtandra tintinnabula),E,"$12,000","$942,172,236"
820,"Tarplant, Santa Cruz (Holocarpha macradenia)",T,"$11,903","$942,184,139"
821,"Boa, Mona (Epicrates monensis monensis)",T,"$11,500","$942,195,639"
821,"Spurge, Garber's (Chamaesyce garberi)",T,"$11,500","$942,207,139"
822,"Puma (=cougar), eastern (Puma (=Felis) concolor couguar)",E,"$11,189","$942,218,328"
823,"Lupine, clover (Lupinus tidestromii)",E,"$11,185","$942,229,513"
824,Nohoanu (Geranium multiflorum),E,"$11,155","$942,240,668"
825,"Coqui, golden (Eleutherodactylus jasperi)",T,"$11,000","$942,251,668"
825,"Amphianthus, little (Amphianthus pusillus)",T,"$11,000","$942,262,668"
826,"Grasshopper, Zayante band-winged (Trimerotropis infantilis)",E,"$10,883","$942,273,551"
827,Haha (Cyanea hamatiflora ssp. hamatiflora),E,"$10,685","$942,284,236"
828,"Avens, spreading (Geum radiatum)",E,"$10,660","$942,294,896"
829,"Birch, Virginia round-leaf (Betula uber)",T,"$10,610","$942,305,506"
830,"Sunshine, Sonoma (Blennosperma bakeri)",E,"$10,600","$942,316,106"
830,Pua `ala (Brighamia rockii),E,"$10,600","$942,326,706"
830,"Goldfields, Burke's (Lasthenia burkei)",E,"$10,600","$942,337,306"
