Rank,Species (50 CFR Part 17),Status,"SpeciesTotal","CumulativeTotal"
287,"Mouse, Perdido Key beach (Peromyscus polionotus trissyllepsis)",E,"$187,728","$906,083,833"
288,"Skipper, Laguna Mountains (Pyrgus ruralis lagunae)",E,"$187,350","$906,271,183"
289,"Chub, spotfin (Erimonax monachus)Entire",T,"$186,761","$906,457,944"
290,"Turtle, bog (=Muhlenberg) (Clemmys muhlenbergii)southern",SAT,"$184,185","$906,642,129"
291,"Orchid, western prairie fringed (Platanthera praeclara)",T,"$182,565","$906,824,694"
292,"Pogonia, small whorled (Isotria medeoloides)",T,"$182,532","$907,007,226"
293,"Mapleleaf, winged (Quadrula fragosa)AL; Free-Flowing Reach of the Tennessee River below the Wilson Dam, Colbertand Lauderdale Counties, AL",EXPN,"$178,300","$907,185,526"
294,"Thornmint, San Diego (Acanthomintha ilicifolia)",T,"$177,616","$907,363,142"
295,"Cavefish, Ozark (Amblyopsis rosae)",T,"$176,424","$907,539,566"
296,"Bird's beak, palmate-bracted (Cordylanthus palmatus)",E,"$176,299","$907,715,865"
297,"Squirrel, Virginia northern flying (Glaucomys sabrinus fuscus)",E,"$175,807","$907,891,672"
298,"Rabbit, Lower Keys marsh (Sylvilagus palustris hefneri)",E,"$175,600","$908,067,272"
299,"Pearlymussel, littlewing (Pegias fabula)",E,"$173,377","$908,240,649"
300,"Ma`o hau hele, (=native yellow hibiscus) (Hibiscus brackenridgei)",E,"$171,266","$908,411,915"
301,"Darter, leopard (Percina pantherina)",T,"$171,054","$908,582,969"
302,"Bat, little Mariana fruit (Pteropus tokudae)",E,"$170,900","$908,753,869"
303,"Megapode, Micronesian (Megapodius laperouse)",E,"$167,600","$908,921,469"
304,"Mapleleaf, winged (Quadrula fragosa)Entire; except where listed as experimental populations",E,"$167,328","$909,088,797"
305,"Taraxacum, California (Taraxacum californicum)",E,"$167,255","$909,256,052"
306,"Spineflower, Monterey (Chorizanthe pungens var. pungens)",T,"$166,963","$909,423,015"
307,"Rail, light-footed clapper (Rallus longirostris levipes)U.S.A. only",E,"$166,795","$909,589,810"
308,"Chaffseed, American (Schwalbea americana)",E,"$164,862","$909,754,672"
309,"Checker-mallow, Nelson's (Sidalcea nelsoniana)",T,"$164,301","$909,918,973"
310,"Sumac, Michaux's (Rhus michauxii)",E,"$163,520","$910,082,493"
311,"Deer, key (Odocoileus virginianus clavium)",E,"$162,923","$910,245,416"
312,`Akoko (Chamaesyce celastroides var. kaenana),E,"$161,366","$910,406,782"
313,"Tiger beetle, Puritan (Cicindela puritana)",T,"$160,275","$910,567,057"
314,Hesperomannia arbuscula (=Sci name),E,"$159,907","$910,726,964"
315,Kulu`i (Nototrichium humile),E,"$159,466","$910,886,430"
316,"Bankclimber, purple (mussel) (Elliptoideus sloatianus)",T,"$159,015","$911,045,445"
317,Tetramolopium filiforme (=Sci name),E,"$157,907","$911,203,352"
317,Lo`ulu (Pritchardia kaalae),E,"$157,907","$911,361,259"
318,"Four-o'clock, MacFarlane's (Mirabilis macfarlanei)",T,"$157,834","$911,519,093"
319,"Pigtoe, rough (Pleurobema plenum)",E,"$157,173","$911,676,266"
320,Na`ena`e (Dubautia herbstobatae),E,"$157,007","$911,833,273"
321,Hedyotis parvula (=Sci name),E,"$156,807","$911,990,080"
322,Sanicula mariversa (=Sci name),E,"$156,707","$912,146,787"
323,"Meshweaver, Madla's Cave (Cicurina madla)",E,"$156,460","$912,303,247"
324,Gouania vitifolia (=Sci name),E,"$156,107","$912,459,354"
325,Hedyotis degeneri (=Sci name),E,"$156,007","$912,615,361"
326,"Amole, purple (Chlorogalum purpureum)",T,"$155,878","$912,771,239"
327,"Riffleshell, tan (Epioblasma florentina walkeri (=E. walkeri))",E,"$154,029","$912,925,268"
328,"Coneflower, smooth (Echinacea laevigata)",E,"$153,712","$913,078,980"
329,"Deer, Columbian white-tailed (Odocoileus virginianus leucurus)Columbia River DPS",E,"$152,442","$913,231,422"
330,`Akoko (Chamaesyce herbstii),E,"$152,407","$913,383,829"
331,"Desert-parsley, Bradshaw's (Lomatium bradshawii)",E,"$150,536","$913,534,365"
332,"Mouse, Choctawhatchee beach (Peromyscus polionotus allophrys)",E,"$148,510","$913,682,875"
333,Haha (Cyanea superba),E,"$148,007","$913,830,882"
334,Haha (Cyanea longiflora),E,"$147,907","$913,978,789"
335,"Hawk, Hawaiian (='lo) (Buteo solitarius)",E,"$146,813","$914,125,602"
336,Alsinidendron obovatum (=Sci name),E,"$146,807","$914,272,409"
336,Nehe (Lipochaeta tenuifolia),E,"$146,807","$914,419,216"
337,"Pentachaeta, Lyon's (Pentachaeta lyonii)",E,"$146,231","$914,565,447"
338,"Bean, Cumberland (pearlymussel) (Villosa trabalis)Entire Range; Except where listed as Experimental Populations",E,"$145,718","$914,711,165"
339,"Snail, Snake River physa (Physa natricina)",E,"$142,290","$914,853,455"
340,"Mussel, scaleshell (Leptodea leptodon)",E,"$141,903","$914,995,358"
341,"Three-ridge, fat (mussel) (Amblema neislerii)",E,"$140,515","$915,135,873"
342,"Spinedace, Little Colorado (Lepidomeda vittata)",T,"$135,700","$915,271,573"
343,"Bat, Ozark big-eared (Corynorhinus (=Plecotus) townsendii ingens)",E,"$133,970","$915,405,543"
344,"Whipsnake (=striped racer), Alameda (Masticophis lateralis euryxanthus)",T,"$132,275","$915,537,818"
345,"Butterfly, Saint Francis' satyr (Neonympha mitchellii francisci)",E,"$130,792","$915,668,610"
346,"Flannelbush, Mexican (Fremontodendron mexicanum)",E,"$129,339","$915,797,949"
347,Nanu (Gardenia mannii),E,"$129,314","$915,927,263"
348,"Dace, blackside (Phoxinus cumberlandensis)",T,"$128,256","$916,055,519"
349,`Ohe`ohe (Tetraplasandra gymnocarpa),E,"$127,914","$916,183,433"
350,Haha (Cyanea koolauensis),E,"$127,714","$916,311,147"
351,"Bear, American black (Ursus americanus)County range of LA b.bear",SAT,"$127,065","$916,438,212"
352,"Sparrow, San Clemente sage (Amphispiza belli clementeae)",T,"$126,822","$916,565,034"
353,"Howellia, water (Howellia aquatilis)",T,"$126,214","$916,691,248"
354,"Cactus, Kuenzler hedgehog (Echinocereus fendleri var. kuenzleri)",E,"$125,900","$916,817,148"
355,"Crocodile, American (Crocodylus acutus)FL pop.",T,"$125,158","$916,942,306"
356,"Whale, sperm (Physeter catodon (=macrocephalus))",E,"$122,926","$917,065,232"
357,"Lizard, blunt-nosed leopard (Gambelia silus)",E,"$122,856","$917,188,088"
358,"Clover, running buffalo (Trifolium stoloniferum)",E,"$122,791","$917,310,879"
359,"Bat, Mariana fruit (=Mariana flying fox) (Pteropus mariannus mariannus)entire",T,"$122,701","$917,433,580"
360,Guajon (Eleutherodactylus cooki),T,"$122,457","$917,556,037"
361,"Combshell, Cumberlandian (Epioblasma brevidens)Entire Range; Except where listed as Experimental Populations",E,"$121,196","$917,677,233"
362,"Dace, Moapa (Moapa coriacea)",E,"$120,534","$917,797,767"
363,"Skipper, Carson wandering (Pseudocopaeodes eunus obscurus)",E,"$119,186","$917,916,953"
364,"Snail, Morro shoulderband (=Banded dune) (Helminthoglypta walkeriana)",E,"$118,529","$918,035,482"
365,Bonamia menziesii (=Sci name),E,"$117,900","$918,153,382"
366,"Slabshell, Chipola (Elliptio chipolaensis)",T,"$115,865","$918,269,247"
367,"Piperia, Yadon's (Piperia yadonii)",E,"$114,039","$918,383,286"
368,Lau `ehu (Panicum niihauense),E,"$114,000","$918,497,286"
369,"Lily, Western (Lilium occidentale)",E,"$113,778","$918,611,064"
370,"Lomatium, Cook's (Lomatium cookii)",E,"$112,900","$918,723,964"
371,"Stickleback, unarmored threespine (Gasterosteus aculeatus williamsoni)",E,"$112,543","$918,836,507"
372,"Whale, finback (Balaenoptera physalus)",E,"$111,720","$918,948,227"
373,"Akepa, Hawaii (honeycreeper) (Loxops coccineus coccineus)",E,"$111,312","$919,059,539"
374,"Butterfly, Smith's blue (Euphilotes enoptes smithi)",E,"$111,073","$919,170,612"
375,"Whale, Sei (Balaenoptera borealis)",E,"$111,046","$919,281,658"
376,"Aster, decurrent false (Boltonia decurrens)",T,"$110,603","$919,392,261"
377,Mariscus pennatiformis (=Sci name),E,"$110,500","$919,502,761"
378,"Shiner, Arkansas River (Notropis girardi)Arkansas R. Basin",T,"$110,282","$919,613,043"
379,"Butterfly plant, Colorado (Gaura neomexicana var. coloradensis)",T,"$109,860","$919,722,903"
380,"Ground beetle, [unnamed] (Rhadine infernalis)",E,"$109,680","$919,832,583"
380,"Ground beetle, [unnamed] (Rhadine exilis)",E,"$109,680","$919,942,263"
381,"Bean, purple (Villosa perpurpurea)",E,"$108,856","$920,051,119"
382,"Catspaw (=purple cat's paw pearlymussel) (Epioblasma obliquata obliquata)Entire Range; Except where listed as Experimental Populations",E,"$108,282","$920,159,401"
383,"Snake, San Francisco garter (Thamnophis sirtalis tetrataenia)",E,"$107,603","$920,267,004"
384,"Woundfin (Plagopterus argentissimus)Gila R. drainage, AZ, NM",EXPN,"$106,414","$920,373,418"
385,"Thistle, La Graciosa (Cirsium loncholepis)",E,"$106,357","$920,479,775"
386,"Spinymussel, Tar River (Elliptio steinstansana)",E,"$104,950","$920,584,725"
387,"Salamander, Texas blind (Typhlomolge rathbuni)",E,"$104,739","$920,689,464"
388,Akiapola`au (honeycreeper) (Hemignathus munroi),E,"$104,612","$920,794,076"
389,"Clubshell, southern (Pleurobema decisum)",E,"$104,600","$920,898,676"
390,"Quillwort, Louisiana (Isoetes louisianensis)",E,"$104,038","$921,002,714"
391,"Fairy shrimp, Conservancy (Branchinecta conservatio)",E,"$103,880","$921,106,594"
392,"White-eye, Rota bridled (Zosterops rotensis)",E,"$103,384","$921,209,978"
393,"Spiraea, Virginia (Spiraea virginiana)",T,"$103,274","$921,313,252"
394,"Creeper, Hawaii (Oreomystis mana)",E,"$101,800","$921,415,052"
395,"Bear-poppy, dwarf (Arctomecon humilis)",E,"$101,500","$921,516,552"
396,"Milk-vetch, Lane Mountain (Astragalus jaegerianus)",E,"$101,141","$921,617,693"
397,Catesbaea melanocarpa (=Sci name),E,"$100,500","$921,718,193"
398,"Salamander, San Marcos (Eurycea nana)",T,"$100,339","$921,818,532"
399,Hesperomannia arborescens (=Sci name),E,"$100,276","$921,918,808"
400,"Mussel, oyster (Epioblasma capsaeformis)Entire Range; Except where listed as Experimental Populations",E,"$99,143","$922,017,951"
401,"Layia, beach (Layia carnosa)",E,"$98,435","$922,116,386"
402,"Kingfisher, Guam Micronesian (Halcyon cinnamomina cinnamomina)",E,"$98,150","$922,214,536"
403,"Meadowfoam, Butte County (Limnanthes floccosa ssp. californica)",E,"$97,730","$922,312,266"
404,Jaguar (Panthera onca),E,"$97,157","$922,409,423"
405,"Bedstraw, El Dorado (Galium californicum ssp. sierrae)",E,"$96,983","$922,506,406"
406,"Mouse, St. Andrew beach (Peromyscus polionotus peninsularis)",E,"$95,330","$922,601,736"
407,"Jewelflower, Metcalf Canyon (Streptanthus albidus ssp. albidus)",E,"$95,182","$922,696,918"
408,Makou (Peucedanum sandwicense),T,"$95,000","$922,791,918"
409,"Pigtoe, oval (Pleurobema pyriforme)",E,"$94,665","$922,886,583"
410,"Morning-glory, Stebbins' (Calystegia stebbinsii)",E,"$93,983","$922,980,566"
410,"Butterweed, Layne's (Senecio layneae)",T,"$93,983","$923,074,549"
411,"Cactus, Uinta Basin hookless (Sclerocactus glaucus)",T,"$93,725","$923,168,274"
412,"Cladonia, Florida perforate (Cladonia perforata)",E,"$93,400","$923,261,674"
413,Sanicula purpurea (=Sci name),E,"$92,876","$923,354,550"
414,"Bobwhite, masked (quail) (Colinus virginianus ridgwayi)",E,"$92,750","$923,447,300"
415,"Sunflower, Pecos (=puzzle, =paradox) (Helianthus paradoxus)",T,"$92,600","$923,539,900"
416,"Monkeyface, Appalachian (pearlymussel) (Quadrula sparsa)",E,"$92,170","$923,632,070"
417,"Brodiaea, thread-leaved (Brodiaea filifolia)",T,"$91,871","$923,723,941"
418,"Parrotbill, Maui (honeycreeper) (Pseudonestor xanthophrys)",E,"$91,500","$923,815,441"
419,Ring pink (mussel) (Obovaria retusa),E,"$91,352","$923,906,793"
420,"Tarplant, Gaviota (Deinandra increscens ssp. villosa)",E,"$90,865","$923,997,658"
421,"Cactus, Sneed pincushion (Coryphantha sneedii var. sneedii)",E,"$90,400","$924,088,058"
422,"Flannelbush, Pine Hill (Fremontodendron californicum ssp. decumbens)",E,"$89,983","$924,178,041"
423,"Pocketbook, shinyrayed (Lampsilis subangulata)",E,"$89,615","$924,267,656"
424,"Spineflower, Orcutt's (Chorizanthe orcuttiana)",E,"$89,161","$924,356,817"
425,"Salamander, Red Hills (Phaeognathus hubrichti)",T,"$88,000","$924,444,817"
426,"Pearlymussel, cracking (Hemistena lata)Entire Range; Except where listed as Experimental Populations",E,"$86,956","$924,531,773"
427,Haha (Cyanea acuminata),E,"$86,176","$924,617,949"
428,"Moccasinshell, Gulf (Medionidus penicillatus)",E,"$86,115","$924,704,064"
429,"Ceanothus, Pine Hill (Ceanothus roderickii)",E,"$85,983","$924,790,047"
430,Phyllostegia hirsuta (=Sci name),E,"$85,876","$924,875,923"
431,Haha (Cyanea st.-johnii),E,"$85,476","$924,961,399"
431,Lobelia oahuensis (=Sci name),E,"$85,476","$925,046,875"
431,Pteris lidgatei (=Sci name),E,"$85,476","$925,132,351"
432,Ha`iwale (Cyrtandra viridiflora),E,"$85,389","$925,217,740"
433,Viola oahuensis (=Sci name),E,"$85,376","$925,303,116"
433,`Akoko (Chamaesyce rockii),E,"$85,376","$925,388,492"
434,"Falcon, northern aplomado (Falco femoralis septentrionalis)",E,"$85,100","$925,473,592"
435,"Sandwort, Marsh (Arenaria paludicola)",E,"$84,939","$925,558,531"
436,"Salamander, California tiger (Ambystoma californiense)U.S.A. (CA - Sonoma County)",E,"$82,893","$925,641,424"
437,"Frog, Mississippi gopher (Rana capito sevosa)Wherever found west of Mobile and Tombigbee Rivers in AL, MS, and LA",E,"$81,500","$925,722,924"
438,"Pupfish, Leon Springs (Cyprinodon bovinus)",E,"$81,200","$925,804,124"
439,"Cactus, Wright fishhook (Sclerocactus wrightiae)",E,"$79,830","$925,883,954"
440,"Pigtoe, shiny (Fusconaia cor)Entire Range; Except where listed as Experimental Populations",E,"$79,665","$925,963,619"
441,"Wallflower, Menzies' (Erysimum menziesii)",E,"$79,420","$926,043,039"
442,"Shiner, beautiful (Cyprinella formosa)",T,"$79,000","$926,122,039"
443,"Warbler, nightingale reed (old world warbler) (Acrocephalus luscinia)",E,"$78,500","$926,200,539"
444,"Honeycreeper, crested (Palmeria dolei)",E,"$78,100","$926,278,639"
445,"Niterwort, Amargosa (Nitrophila mohavensis)",E,"$77,667","$926,356,306"
446,"Paintbrush, ash-grey (Castilleja cinerea)",T,"$76,827","$926,433,133"
447,"Shiner, blue (Cyprinella caerulea)",T,"$76,500","$926,509,633"
448,"Grass, Colusa (Neostapfia colusana)",T,"$76,299","$926,585,932"
449,"Orchid, eastern prairie fringed (Platanthera leucophaea)",T,"$75,524","$926,661,456"
450,"Sandwort, Bear Valley (Arenaria ursina)",T,"$75,426","$926,736,882"
451,"Darter, duskytail (Etheostoma percnurum)Entire",E,"$75,285","$926,812,167"
452,"Turtle, Alabama red-belly (Pseudemys alabamensis)",E,"$74,400","$926,886,567"
453,"Mouse, southeastern beach (Peromyscus polionotus niveiventris)",T,"$74,252","$926,960,819"
454,Nukupu`u (honeycreeper) (Hemignathus lucidus),E,"$74,112","$927,034,931"
455,"Isopod, Madison Cave (Antrolana lira)",T,"$73,962","$927,108,893"
456,"Dawn-flower, Texas prairie (Hymenoxys texana)",E,"$72,400","$927,181,293"
457,"Moth, Blackburn's sphinx (Manduca blackburni)",E,"$72,100","$927,253,393"
458,"Mountain beaver, Point Arena (Aplodontia rufa nigra)",E,"$72,000","$927,325,393"
459,"Tarplant, Otay (Deinandra (=Hemizonia) conjugens)",T,"$71,594","$927,396,987"
460,"Mouse, Key Largo cotton (Peromyscus gossypinus allapaticola)",E,"$71,390","$927,468,377"
461,"Shrimp, California freshwater (Syncaris pacifica)",E,"$71,058","$927,539,435"
462,"Squirrel, Carolina northern flying (Glaucomys sabrinus coloratus)",E,"$71,000","$927,610,435"
463,"Madtom, Neosho (Noturus placidus)",T,"$69,909","$927,680,344"
464,"Pigtoe, heavy (Pleurobema taitianum)",E,"$69,500","$927,749,844"
465,"Salamander, Sonora tiger (Ambystoma tigrinum stebbinsi)",E,"$69,100","$927,818,944"
465,"Catfish, Yaqui (Ictalurus pricei)",T,"$69,100","$927,888,044"
466,"Tiger beetle, northeastern beach (Cicindela dorsalis dorsalis)",T,"$68,971","$927,957,015"
467,"Bird's-beak, salt marsh (Cordylanthus maritimus ssp. maritimus)",E,"$68,673","$928,025,688"
468,"Orcutt grass, hairy (Orcuttia pilosa)",E,"$68,180","$928,093,868"
469,"Toad, Wyoming (Bufo baxteri (=hemiophrys))",E,"$68,141","$928,162,009"
470,"Pupfish, Ash Meadows Amargosa (Cyprinodon nevadensis mionectes)",E,"$68,140","$928,230,149"
471,"Darter, amber (Percina antesella)",E,"$68,050","$928,298,199"
472,"Silversword, Mauna Loa (=Ka'u) (Argyroxiphium kauense)",E,"$68,000","$928,366,199"
473,"Bat, Virginia big-eared (Corynorhinus (=Plecotus) townsendii virginianus)",E,"$67,457","$928,433,656"
474,"Pearlymussel, birdwing (Conradilla caelata)Entire Range; Except where listed as Experimental Populations",E,"$66,956","$928,500,612"
475,Kauila (Colubrina oppositifolia),E,"$66,800","$928,567,412"
476,"Cavesnail, Tumbling Creek (Antrobia culveri)",E,"$66,670","$928,634,082"
477,"Penstemon, blowout (Penstemon haydenii)",E,"$66,662","$928,700,744"
478,"Butterfly, Mitchell's satyr (Neonympha mitchellii mitchellii)",E,"$66,657","$928,767,401"
479,"Lizard, St. Croix ground (Ameiva polops)",E,"$66,000","$928,833,401"
479,"Bonamia, Florida (Bonamia grandiflora)",T,"$66,000","$928,899,401"
480,"Phlox, Texas trailing (Phlox nivalis ssp. texensis)",E,"$65,850","$928,965,251"
481,"Springfish, Railroad Valley (Crenichthys nevadae)",T,"$65,486","$929,030,737"
482,"Beauty, Harper's (Harperocallis flava)",E,"$65,300","$929,096,037"
483,"Cypress, Gowen (Cupressus goveniana ssp. goveniana)",T,"$65,087","$929,161,124"
484,"Kangaroo rat, Stephens' (Dipodomys stephensi (incl. D. cascus))",E,"$64,850","$929,225,974"
485,Haha (Cyanea shipmanii),E,"$64,800","$929,290,774"
486,"Watersnake, Lake Erie (Nerodia sipedon insularum)subspecies range clarified",T,"$64,588","$929,355,362"
487,"Tiger beetle, Salt Creek (Cicindela nevadica lincolniana)",E,"$64,295","$929,419,657"
488,"Fox, Santa Rosa Island (Urocyon littoralis santarosae)",E,"$64,258","$929,483,915"
489,"Kangaroo rat, Fresno (Dipodomys nitratoides exilis)",E,"$64,111","$929,548,026"
490,"Chub, Yaqui (Gila purpurea)",E,"$64,100","$929,612,126"
491,"Fairy shrimp, Riverside (Streptocephalus woottoni)",E,"$63,960","$929,676,086"
492,"Rosemary, Etonia (Conradina etonia)",E,"$63,500","$929,739,586"
493,"Pearlymussel, dromedary (Dromus dromas)Entire Range; Except where listed as Experimental Populations",E,"$63,408","$929,802,994"
494,"Chub, Pahranagat roundtail (Gila robusta jordani)",E,"$63,150","$929,866,144"
494,"Pitcher-plant, green (Sarracenia oreophila)",E,"$63,150","$929,929,294"
495,"Pink, swamp (Helonias bullata)",T,"$62,886","$929,992,180"
496,"Chub, Gila (Gila intermedia)",E,"$62,600","$930,054,780"
497,"Condor, California (Gymnogyps californianus)U.S.A. (specific portions of Arizona, Nevada, and Utah)",EXPN,"$62,200","$930,116,980"
498,"Milkweed, Mead's (Asclepias meadii)",T,"$61,994","$930,178,974"
499,"Cactus, Pima pineapple (Coryphantha scheeri var. robustispina)",E,"$61,750","$930,240,724"
500,Kiponapona (Phyllostegia racemosa),E,"$61,100","$930,301,824"
501,"Bladderpod, Missouri (Lesquerella filiformis)",T,"$61,000","$930,362,824"
502,"Spinedace, White River (Lepidomeda albivallis)",E,"$60,677","$930,423,501"
503,"Chub, Chihuahua (Gila nigrescens)",T,"$60,500","$930,484,001"
504,"Spinedace, Big Spring (Lepidomeda mollispinis pratensis)",T,"$59,852","$930,543,853"
505,"Squirrel, Delmarva Peninsula fox (Sciurus niger cinereus)Entire, except Sussex Co., DE",E,"$59,676","$930,603,529"
506,"Cactus, Bakersfield (Opuntia treleasei)",E,"$59,400","$930,662,929"
507,"Monardella, willowy (Monardella linoides ssp. viminea)",E,"$59,340","$930,722,269"
508,"Monkshood, northern wild (Aconitum noveboracense)",T,"$59,300","$930,781,569"
509,"Dace, desert (Eremichthys acros)",T,"$59,033","$930,840,602"
510,"Popcornflower, rough (Plagiobothrys hirtus)",E,"$59,000","$930,899,602"
511,"Snowbells, Texas (Styrax texanus)",E,"$58,300","$930,957,902"
512,"Snail, Iowa Pleistocene (Discus macclintocki)",E,"$58,000","$931,015,902"
513,"Pigtoe, finerayed (Fusconaia cuneolus)",E,"$57,871","$931,073,773"
,Entire Range; Except where listed as Experimental Populations,,,
514.0,"Ambrosia, San Diego (Ambrosia pumila)",E,"$57,676","$931,131,449"
515.0,"Shiner, Cape Fear (Notropis mekistocholas)",E,"$57,338","$931,188,787"
516.0,"Wire-lettuce, Malheur (Stephanomeria malheurensis)",E,"$56,000","$931,244,787"
517.0,Wireweed (Polygonella basiramia),E,"$55,900","$931,300,687"
518.0,Koki`o (Kokia drynarioides),E,"$55,700","$931,356,387"
519.0,`Oha wai (Clermontia lindseyana),E,"$55,569","$931,411,956"
520.0,`Oha wai (Clermontia pyrularia),E,"$55,500","$931,467,456"
520.0,"Bush-clover, prairie (Lespedeza leptostachya)",T,"$55,500","$931,522,956"
520.0,"Aster, Ruth's golden (Pityopsis ruthii)",E,"$55,500","$931,578,456"
521.0,Abutilon sandwicense (=Sci name),E,"$55,338","$931,633,794"
522.0,"Sturgeon, Alabama (Scaphirhynchus suttkusi)",E,"$55,200","$931,688,994"
523.0,"Gambusia, Pecos (Gambusia nobilis)",E,"$54,800","$931,743,794"
524.0,"Darter, slackwater (Etheostoma boschungi)",T,"$54,600","$931,798,394"
525.0,"Pocketbook, Ouachita rock (Arkansia wheeleri)",E,"$54,344","$931,852,738"
526.0,"Navarretia, spreading (Navarretia fossalis)",T,"$54,195","$931,906,933"
527.0,"Mouse, Anastasia Island beach (Peromyscus polionotus phasma)",E,"$53,727","$931,960,660"
528.0,"Dace, Foskett speckled (Rhinichthys osculus ssp.)",T,"$53,500","$932,014,160"
529.0,"Pinkroot, gentian (Spigelia gentianoides)",E,"$53,470","$932,067,630"
530.0,"Springsnail, Idaho (Pyrgulopsis idahoensis)",DO,"$53,212","$932,120,842"
531.0,Lobelia niihauensis (=Sci name),E,"$52,938","$932,173,780"
532.0,"Evening-primrose, San Benito (Camissonia benitensis)",T,"$52,356","$932,226,136"
533.0,"Limpet, Banbury Springs (Lanx sp.)",E,"$52,178","$932,278,314"
534.0,"Gumplant, Ash Meadows (Grindelia fraxino-pratensis)",T,"$52,067","$932,330,381"
535.0,Schiedea hookeri (=Sci name),E,"$51,907","$932,382,288"
535.0,Pauoa (Ctenitis squamigera),E,"$51,907","$932,434,195"
536.0,Diellia falcata (=Sci name),E,"$51,838","$932,486,033"
537.0,"Crayfish, Nashville (Orconectes shoupi)",E,"$51,700","$932,537,733"
538.0,"Rabbitsfoot, rough (Quadrula cylindrica strigillata)",E,"$51,694","$932,589,427"
539.0,"Bat, Mexican long-nosed (Leptonycteris nivalis)",E,"$51,682","$932,641,109"
540.0,"Coral, elkhorn (Acropora palmata)",T,"$51,450","$932,692,559"
541.0,Phyllostegia velutina (=Sci name),E,"$51,400","$932,743,959"
542.0,"Lizard, Coachella Valley fringe-toed (Uma inornata)",T,"$51,186","$932,795,145"
543.0,"Campion, fringed (Silene polypetala)",E,"$51,000","$932,846,145"
543.0,"Ayenia, Texas (Ayenia limitaris)",E,"$51,000","$932,897,145"
544.0,`Anaunau (Lepidium arbuscula),E,"$50,938","$932,948,083"
545.0,"Butterfly, Schaus swallowtail (Heraclides aristodemus ponceanus)",E,"$50,904","$932,998,987"
546.0,"Jewelflower, California (Caulanthus californicus)",E,"$50,500","$933,049,487"
547.0,"Fairy shrimp, longhorn (Branchinecta longiantenna)",E,"$50,093","$933,099,580"
548.0,"Skullcap, large-flowered (Scutellaria montana)",T,"$49,465","$933,149,045"
549.0,"Elktoe, Cumberland (Alasmidonta atropurpurea)",E,"$49,335","$933,198,380"
550.0,Harperella (Ptilimnium nodosum),E,"$49,223","$933,247,603"
551.0,Po`ouli (honeycreeper) (Melamprosops phaeosoma),E,"$48,812","$933,296,415"
552,"Trout, Paiute cutthroat (Oncorhynchus clarki seleniris)",T,"$48,800","$933,345,215"
553,"Jaguarundi, Gulf Coast (Herpailurus (=Felis) yagouaroundi cacomitli)",E,"$48,780","$933,393,995"
554,Nioi (Eugenia koolauensis),E,"$48,438","$933,442,433"
555,"Buckwheat, steamboat (Eriogonum ovalifolium var. williamsiae)",E,"$46,900","$933,489,333"
556,"Spurge, Hoover's (Chamaesyce hooveri)",T,"$46,780","$933,536,113"
557,"Centaury, spring-loving (Centaurium namophilum)",T,"$46,600","$933,582,713"
558,"Trillium, relict (Trillium reliquum)",E,"$46,350","$933,629,063"
559,"Madtom, yellowfin (Noturus flavipinnis)except where EXPN",T,"$46,291","$933,675,354"
560,"Sucker, Modoc (Catostomus microps)",E,"$46,241","$933,721,595"
561,"Rosemary, Cumberland (Conradina verticillata)",T,"$45,860","$933,767,455"
562,Aupaka (Isodendrion longifolium),T,"$45,838","$933,813,293"
563,"Fox, Santa Catalina Island (Urocyon littoralis catalinae)",E,"$45,753","$933,859,046"
564,"Meadowfoam, large-flowered woolly (Limnanthes floccosa ssp. grandiflora)",E,"$45,318","$933,904,364"
565,"Rice rat (Oryzomys palustris natator)lower FL Keys",E,"$45,287","$933,949,651"
566,Kolea (Myrsine juddii),E,"$45,038","$933,994,689"
567,"Pigtoe, southern (Pleurobema georgianum)",E,"$44,800","$934,039,489"
568,"Salamander, Shenandoah (Plethodon shenandoah)",E,"$44,721","$934,084,210"
569,"Millerbird, Nihoa (old world warbler) (Acrocephalus familiaris kingi)",E,"$44,500","$934,128,710"
570,Phyllostegia parviflora (=Sci name),E,"$44,438","$934,173,148"
570,Alsinidendron trinerve (=Sci name),E,"$44,438","$934,217,586"
571,Kamakahala (Labordia cyrtandrae),E,"$44,338","$934,261,924"
572,"Iguana, Mona ground (Cyclura cornuta stejnegeri)",T,"$44,190","$934,306,114"
573,Ha`iwale (Cyrtandra subumbellata),E,"$44,038","$934,350,152"
574,"Clubshell, ovate (Pleurobema perovatum)",E,"$44,000","$934,394,152"
574,"Goldenrod, white-haired (Solidago albopilosa)",T,"$44,000","$934,438,152"
575,Stenogyne kanehoana (=Sci name),E,"$43,938","$934,482,090"
576,"Shiner, palezone (Notropis albizonatus)",E,"$43,850","$934,525,940"
577,Cyanea (=Rollandia) crispa (=Sci name),E,"$43,838","$934,569,778"
578,"Poolfish, Pahrump (Empetrichthys latos)",E,"$43,527","$934,613,305"
579,Haha (Cyanea humboldtiana),E,"$43,438","$934,656,743"
580,"Broom, San Clemente Island (Lotus dendroideus ssp. traskiae)",E,"$43,367","$934,700,110"
581,Hala pepe (Pleomele hawaiiensis),E,"$43,300","$934,743,410"
582,"Moth, Kern primrose sphinx (Euproserpinus euterpe)",T,"$43,256","$934,786,666"
583,Alani (Melicope lydgatei),E,"$43,238","$934,829,904"
584,"Thistle, Pitcher's (Cirsium pitcheri)",T,"$43,164","$934,873,068"
585,Opuhe (Urera kaalae),E,"$43,138","$934,916,206"
