RANK,SPECIES NAME (50 CFR PART 17),SCIENTIFIC NAME,STATUS,"SPECIESTOTAL ($000)","CUMULATIVETOTAL","CUMULATIVEPERCENT"
629,"Snail, tulotoma",Tulotoma magnifica,E,17.39,"518,824.00",98.98%
630,Alani,Melicope pallida,E,17.3,"518,841.30",98.98%
631,Aupaka,Isodendrion longifolium,T,17.3,"518,858.60",98.99%
632,Hau kuahiwi,Hibiscadelphus hualalaiensis,E,17.3,"518,875.90",98.99%
633,Heau,Exocarpos luteolus,E,17.3,"518,893.20",98.99%
634,"Iliau, dwarf",Wilkesia hobdyi,E,17.3,"518,910.50",99.00%
635,"Koki`o, (=Kaua`i koki`o)",Kokia kauaiensis,E,17.3,"518,927.80",99.00%
636,Kolea,Myrsine linearifolia,T,17.3,"518,945.10",99.00%
637,Kuawawaenohu,Alsinidendron lychnoides,E,17.3,"518,962.40",99.01%
638,Nehe,Lipochaeta fauriei,E,17.3,"518,979.70",99.01%
639,Nehe,Lipochaeta waimeaensis,E,17.3,"518,997.00",99.01%
640,No common name,Schiedea membranacea,E,17.3,"519,014.30",99.02%
641,No common name,Remya kauaiensis,E,17.3,"519,031.60",99.02%
642,No common name,Alsinidendron viscosum,E,17.3,"519,048.90",99.02%
643,"Ischaemum, Hilo",Ischaemum byrone,E,17.23,"519,066.13",99.03%
644,A`e,Zanthoxylum hawaiiense,E,17.13,"519,083.25",99.03%
645,"Chub, Chihuahua",Gila nigrescens,T,17.0,"519,100.25",99.03%
646,"Chub, slender",Erimystax cahni,T,16.8,"519,117.05",99.03%
647,Alani,Melicope adscendens,E,16.63,"519,133.68",99.04%
648,Alani,Melicope mucronulata,E,16.63,"519,150.30",99.04%
649,"Orcutt grass, Greene's",Tuctoria greenei,E,16.5,"519,166.80",99.04%
650,"Thornmint, San Mateo",Acanthomintha obovata duttonii,E,16.5,"519,183.30",99.05%
651,"Wallflower, Contra Costa",Erysimum capitatum angustatum,E,16.5,"519,199.80",99.05%
652,No common name,Diplazium molokaiense,E,16.25,"519,216.05",99.05%
653,"Koki`o, (=Cooke's koki`o)",Kokia cookei,E,16.18,"519,232.23",99.06%
654,"Trout, Little Kern golden",Oncorhynchus aguabonita whitei,T,16.01,"519,248.24",99.06%
655,`akoko,Chamaesyce halemanui,E,16.0,"519,264.24",99.06%
656,Alani,Melicope knudsenii,E,16.0,"519,280.24",99.07%
657,"Aster, Ruth's golden",Pityopsis ruthii,E,16.0,"519,296.24",99.07%
658,`awikiwiki,Canavalia molokaiensis,E,16.0,"519,312.24",99.07%
659,"Butterwort, Godfrey's",Pinguicula ionantha,T,16.0,"519,328.24",99.08%
660,No common name,Gouania meyenii,E,16.0,"519,344.24",99.08%
661,"Sandalwood, Lanai or `iliahi",Santalum freycinetianum lanaiense,E,16.0,"519,360.24",99.08%
662,"Moccasinshell, Coosa",Medionidus parvulus,E,15.89,"519,376.13",99.08%
663,Alani,Melicope lydgatei,E,15.75,"519,391.88",99.09%
664,Hau kuahiwi,Hibiscadelphus giffardianus,E,15.75,"519,407.63",99.09%
665,Lo`ulu,Pritchardia schattaueri,E,15.75,"519,423.38",99.09%
666,No common name,Neraudia ovata,E,15.75,"519,439.13",99.10%
667,No common name,Gouania vitifolia,E,15.75,"519,454.88",99.10%
668,"Amphianthus, little",Amphianthus pusillus,T,15.72,"519,470.59",99.10%
669,Oha,Delissea subcordata,E,15.7,"519,486.29",99.11%
670,"Orcutt grass, hairy",Orcuttia pilosa,E,15.7,"519,501.99",99.11%
671,"Orcutt grass, Sacramento",Orcuttia viscida,E,15.7,"519,517.69",99.11%
672,"Orcutt grass, San Joaquin",Orcuttia inaequalis,T,15.7,"519,533.39",99.11%
673,"Townsendia, Last Chance",Townsendia aprica,T,15.7,"519,549.09",99.12%
674,"Moccasinshell, Gulf",Medionidus penicillatus,E,15.68,"519,564.77",99.12%
675,"Petrel, Hawaiian dark-rumped",Pterodroma phaeopygia sandwichensis,E,15.5,"519,580.27",99.12%
676,"Shearwater, Newell's Townsend's",Puffinus auricularis newelli,T,15.5,"519,595.77",99.13%
677,"Beetle, delta green ground",Elaphrus viridis,T,15.5,"519,611.27",99.13%
678,"Clover, showy Indian",Trifolium amoenum,E,15.5,"519,626.77",99.13%
679,"Larkspur, Baker's",Delphinium bakeri,E,15.5,"519,642.27",99.13%
680,"Paintbrush, Tiburon",Castilleja affinis neglecta,E,15.5,"519,657.77",99.14%
681,"Bean, purple",Villosa perpurpurea,E,15.48,"519,673.24",99.14%
682,"Lizard, St. Croix ground",Ameiva polops,E,15.3,"519,688.54",99.14%
683,Kuahiwi laukahi,Plantago hawaiensis,E,15.3,"519,703.84",99.15%
684,Awiwi,Centaurium sebaeoides,E,15.23,"519,719.07",99.15%
685,Lo`ulu,Pritchardia affinis,E,15.13,"519,734.19",99.15%
686,Po`e,Portulaca sclerocarpa,E,15.13,"519,749.32",99.16%
687,"Wawae`iole, (=ha`iwale)",Phlegmariurus nutans,E,15.13,"519,764.44",99.16%
688,"Pigtoe, shiny",Fusconaia cor,E,15.1,"519,779.54",99.16%
689,No common name,Poa siphonoglossa,E,15.0,"519,794.54",99.16%
690,"Pinkroot, gentian",Spigelia gentianoides,E,15.0,"519,809.54",99.17%
691,"Rhododendron, Chapman",Rhododendron chapmanii,E,15.0,"519,824.54",99.17%
692,"Rosemary, Apalachicola",Conradina glabra,E,15.0,"519,839.54",99.17%
693,"Panicgrass, Carter's",Panicum fauriei carteri,E,14.98,"519,854.52",99.18%
694,"Pearlymussel, Curtis",Epioblasma florentina curtisii,E,14.9,"519,869.42",99.18%
695,"Potato-bean, Price's",Apios priceana,T,14.8,"519,884.22",99.18%
696,Haha,Cyanea grimesiana obatae,E,14.75,"519,898.97",99.18%
697,No common name,Mariscus pennatiformis,E,14.75,"519,913.72",99.19%
698,"Caracara, Audubon's crested",Polyborus plancus audubonii,T,14.64,"519,928.36",99.19%
699,No common name,Phyllostegia mannii,E,14.6,"519,942.96",99.19%
700,"Pearlymussel, cracking",Hemistena lata,E,14.58,"519,957.54",99.20%
701,"Mountain beaver, Point Arena",Aplodontia rufa nigra,E,14.5,"519,972.04",99.20%
702,"Squirrel, Mount Graham red",Tamiasciurus hudsonicus grahamensis,E,14.5,"519,986.54",99.20%
703,"Butterfly, callippe silverspot",Speyeria callippe callippe,E,14.5,"520,001.04",99.20%
704,"Butterfly, Myrtle's silverspot",Speyeria zerene myrtleae,E,14.5,"520,015.54",99.21%
705,"Allocarya, Calistoga",Plagiobothrys strictus,E,14.5,"520,030.04",99.21%
706,Haha,Cyanea truncata,E,14.5,"520,044.54",99.21%
707,Ha`iwale,Cyrtandra polyantha,E,14.5,"520,059.04",99.21%
708,"Larkspur, yellow",Delphinium luteum,E,14.5,"520,073.54",99.22%
709,No common name,Silene perlmanii,E,14.5,"520,088.04",99.22%
710,Popolo `aiakeakua,Solanum sandwicense,E,14.5,"520,102.54",99.22%
711,"Crayfish, cave",Cambarus zophonastes,E,14.3,"520,116.84",99.23%
712,`akoko,Chamaesyce celastroides kaenana,E,14.13,"520,130.96",99.23%
713,Alani,Melicope zahlbruckneri,E,14.13,"520,145.09",99.23%
714,"Chaff-flower, round-leaved",Achyranthes splendens rotundata,E,14.13,"520,159.21",99.23%
715,Ma`oli`oli,Schiedea kealiae,E,14.13,"520,173.34",99.24%
716,No common name,Schiedea kaalae,E,14.13,"520,187.46",99.24%
717,No common name,Hesperomannia arbuscula,E,14.13,"520,201.59",99.24%
718,"Turtle, yellow-blotched map",Graptemys flavimaculata,T,14.02,"520,215.61",99.24%
719,"Vole, Hualapai Mexican",Microtus mexicanus hualpaiensis,E,14.0,"520,229.61",99.25%
720,"Crayfish, cave",Cambarus aculabrum,E,14.0,"520,243.61",99.25%
721,"Goldenrod, Short's",Solidago shortii,E,14.0,"520,257.61",99.25%
722,"Goldenrod, white-haired",Solidago albopilosa,T,14.0,"520,271.61",99.26%
723,Oha,Delissea undulata,E,14.0,"520,285.61",99.26%
724,"Pau`ala, (=alulu)",Brighamia rockii,E,14.0,"520,299.61",99.26%
725,Haha,Cyanea stictophylla,E,13.93,"520,313.53",99.26%
726,Kio`ele,Hedyotis coriacea,E,13.93,"520,327.46",99.27%
727,"Cactus, Knowlton",Pediocactus knowltonii,E,13.92,"520,341.38",99.27%
728,`akoko,Chamaesyce deppeana,E,13.88,"520,355.25",99.27%
729,"`akoko, Ewa Plains",Chamaesyce skottsbergii kalaeloana,E,13.88,"520,369.13",99.27%
730,Ha`iwale,Cyrtandra crenata,E,13.88,"520,383.00",99.28%
731,Kamakahala,Labordia cyrtandrae,E,13.88,"520,396.88",99.28%
732,No common name,Lobelia monostachya,E,13.88,"520,410.75",99.28%
733,No common name,Tetramolopium lepidotum lepidotum,E,13.88,"520,424.63",99.28%
734,"Schiedea, Diamond Head",Schiedea adamantis,E,13.88,"520,438.50",99.29%
735,Ihi`ihi,Marsilea villosa,E,13.88,"520,452.38",99.29%
736,"Snake, copperbelly water",Nerodia erythrogaster neglecta,T,13.86,"520,466.24",99.29%
737,Haha,Cyanea copelandii copelandii,E,13.75,"520,479.99",99.29%
738,Haha,Cyanea platyphylla,E,13.75,"520,493.74",99.30%
739,Ha`iwale,Cyrtandra tintinnabula,E,13.75,"520,507.49",99.30%
740,Holei,Ochrosia kilaueaensis,E,13.75,"520,521.24",99.30%
741,No common name,Achyranthes mutica,E,13.75,"520,534.99",99.31%
742,No common name,Phyllostegia warshaueri,E,13.75,"520,548.74",99.31%
743,No common name,Phyllostegia velutina,E,13.75,"520,562.49",99.31%
744,`oha wai,Clermontia peleana,E,13.75,"520,576.24",99.31%
745,"Cactus, Bakersfield",Opuntia treleasei,E,13.69,"520,589.93",99.32%
746,Haha,Cyanea longiflora,E,13.58,"520,603.51",99.32%
747,"Madtom, pygmy",Noturus stanauli,E,13.5,"520,617.01",99.32%
748,"Kidneyshell, triangular",Ptychobranchus greeni,E,13.5,"520,630.51",99.32%
749,"Pigtoe, finerayed",Fusconaia cuneolus,E,13.5,"520,644.01",99.33%
750,"Butterfly, San Bruno elfin",Callophrys mossii bayensis,E,13.5,"520,657.51",99.33%
751,A`e,Zanthoxylum dipetalum tomentosum,E,13.5,"520,671.01",99.33%
752,"Barberry, Truckee",Berberis sonnei,E,13.5,"520,684.51",99.33%
753,"Bird's beak, palmate-bracted",Cordylanthus palmatus,E,13.5,"520,698.01",99.34%
754,"Bird's-beak, Pennell's",Cordylanthus tenuis capillaris,E,13.5,"520,711.51",99.34%
755,"Bluegrass, Napa",Poa napensis,E,13.5,"520,725.01",99.34%
756,"Brodiaea, Chinese Camp",Brodiaea pallida,T,13.5,"520,738.51",99.34%
757,"Ceanothus, coyote",Ceanothus ferrisae,E,13.5,"520,752.01",99.35%
758,"Checker-mallow, Kenwood Marsh",Sidalcea oregana valida,E,13.5,"520,765.51",99.35%
759,"Clarkia, Presidio",Clarkia franciscana,E,13.5,"520,779.01",99.35%
760,"Clarkia, Vine Hill",Clarkia imbricata,E,13.5,"520,792.51",99.35%
761,"Dudleya, Santa Clara Valley",Dudleya setchellii,E,13.5,"520,806.01",99.36%
762,"Dwarf-flax, Marin",Hesperolinon congestum,T,13.5,"520,819.51",99.36%
763,"Grass, Colusa",Neostapfia colusana,T,13.5,"520,833.01",99.36%
764,"Grass, Solano",Tuctoria mucronata,E,13.5,"520,846.51",99.36%
765,"Jewelflower, Metcalf Canyon",Streptanthus albidus albidus,E,13.5,"520,860.01",99.37%
766,"Jewelflower, Tiburon",Streptanthus niger,E,13.5,"520,873.51",99.37%
767,"Lessingia, San Francisco",Lessingia germanorum,E,13.5,"520,887.01",99.37%
768,"Lily, Pitkin Marsh",Lilium pardalinum pitkinense,E,13.5,"520,900.51",99.37%
769,"Manzanita, pallid",Arctostaphylos pallida,T,13.5,"520,914.01",99.38%
770,"Manzanita, Presidio",Arctostaphylos hookeri ravenii,E,13.5,"520,927.51",99.38%
771,"Mariposa lily, Tiburon",Calochortus tiburonensis,T,13.5,"520,941.01",99.38%
772,"Meadowfoam, Butte County",Limnanthes floccosa californica,E,13.5,"520,954.51",99.39%
773,"Milk-vetch, Clara Hunt's",Astragalus clarianus,E,13.5,"520,968.01",99.39%
774,"Navarretia, few-flowered",Navarretia leucocephala pauciflora,E,13.5,"520,981.51",99.39%
775,"Navarretia, many-flowered",Navarretia leucocephala plieantha,E,13.5,"520,995.01",99.39%
776,"Owl's-clover, fleshy",Castilleja campestris succulenta,T,13.5,"521,008.51",99.40%
777,"Pussypaws, Mariposa",Calyptridium pulchellum,T,13.5,"521,022.01",99.40%
778,"Sedge, white",Carex albida,E,13.5,"521,035.51",99.40%
779,"Spineflower, Howell's",Chorizanthe howellii,E,13.5,"521,049.01",99.40%
780,"Spurge, Hoover's",Chamaesyce hooveri,T,13.5,"521,062.51",99.41%
781,"Stonecrop, Lake County",Parvisedum leiocarpum,E,13.5,"521,076.01",99.41%
782,"Sunburst, San Joaquin adobe",Pseudobahia peirsonii,T,13.5,"521,089.51",99.41%
783,"Sunflower, San Mateo woolly",Eriophyllum latilobum,E,13.5,"521,103.01",99.41%
784,"Thistle, fountain",Cirsium fontinale fontinale,E,13.5,"521,116.51",99.42%
785,"Thistle, Loch Lomond coyote",Eryngium constancei,E,13.5,"521,130.01",99.42%
786,"Vervain, Red Hills",Verbena californica,T,13.5,"521,143.51",99.42%
787,"Darter, relict",Etheostoma chienense,E,13.49,"521,157.00",99.42%
788,Honohono,Haplostachys haplostachya,E,13.3,"521,170.30",99.43%
789,No common name,Stenogyne angustifolia angustifolia,E,13.3,"521,183.60",99.43%
790,"Rush-pea, slender",Hoffmannseggia tenella,E,13.3,"521,196.90",99.43%
791,`akoko,Chamaesyce rockii,E,13.25,"521,210.15",99.43%
792,Alani,Melicope saint-johnii,E,13.25,"521,223.40",99.44%
793,Haha,Cyanea humboldtiana,E,13.25,"521,236.65",99.44%
794,Kolea,Myrsine juddii,E,13.25,"521,249.90",99.44%
795,No common name,Trematolobelia singularis,E,13.25,"521,263.15",99.44%
796,Pu`uka`a,Cyperus trachysanthos,E,13.25,"521,276.40",99.45%
797,"Toad, Wyoming",Bufo hemiophrys baxteri,E,13.18,"521,289.57",99.45%
798,No common name,Phyllostegia knudsenii,E,13.18,"521,302.75",99.45%
799,`anunu,Sicyos alba,E,13.13,"521,315.87",99.45%
800,Aupaka,Isodendrion hosakae,E,13.13,"521,329.00",99.46%
801,Awiwi,Hedyotis cookiana,E,13.13,"521,342.12",99.46%
802,Ha`iwale,Cyrtandra giffardii,E,13.13,"521,355.25",99.46%
803,Nehe,Lipochaeta venosa,E,13.13,"521,368.37",99.46%
804,No common name,Tetramolopium arenarium,E,13.13,"521,381.50",99.47%
805,No common name,Mariscus fauriei,E,13.13,"521,394.62",99.47%
806,`oha wai,Clermontia drepanomorpha,E,13.13,"521,407.75",99.47%
807,"Fern, pendant kihi",Adenophorus periens,E,13.13,"521,420.87",99.47%
808,Makou,Peucedanum sandwicense,T,13.1,"521,433.97",99.48%
809,"Naupaka, dwarf",Scaevola coriacea,E,13.1,"521,447.07",99.48%
810,No common name,Gouania hillebrandii,E,13.1,"521,460.17",99.48%
811,"Finch, Laysan",Telespyza cantans,E,13.0,"521,473.17",99.48%
812,"Amphipod, Hay's Spring",Stygobromus hayi,E,13.0,"521,486.17",99.49%
813,"Beauty, Harper's",Harperocallis flava,E,13.0,"521,499.17",99.49%
814,"Birds-in-a-nest, white",Macbridea alba,T,13.0,"521,512.17",99.49%
815,"Spider, Kauai cave wolf or pe'e pe'e maka 'ole",Adelocosa anops,E,12.86,"521,525.03",99.49%
816,"Leather flower, Alabama",Clematis socialis,E,12.8,"521,537.83",99.50%
817,Oha,Delissea rhytidosperma,E,12.75,"521,550.58",99.50%
818,Alani,Melicope quadrangularis,E,12.63,"521,563.21",99.50%
819,Alani,Melicope haupuensis,E,12.63,"521,575.83",99.50%
820,Haha,Cyanea undulata,E,12.63,"521,588.46",99.51%
821,Haha,Cyanea procera,E,12.63,"521,601.08",99.51%
822,Haha,Cyanea dunbarii,E,12.63,"521,613.71",99.51%
823,Haha,Cyanea asarifolia,E,12.63,"521,626.33",99.51%
824,Haha,Cyanea copelandii haleakalaensis,E,12.63,"521,638.96",99.52%
825,Haha,Cyanea macrostegia gibsonii,E,12.63,"521,651.58",99.52%
826,Haha,Cyanea pinnatifida,E,12.63,"521,664.21",99.52%
827,Ha`iwale,Cyrtandra munroi,E,12.63,"521,676.83",99.52%
828,Hau kuahiwi,Hibiscadelphus woodii,E,12.63,"521,689.46",99.53%
829,"Hibiscus, Clay's",Hibiscus clayi,E,12.63,"521,702.08",99.53%
830,Kamakahala,Labordia triflora,E,12.63,"521,714.71",99.53%
831,Kamakahala,Labordia tinifolia wahiawaensis,E,12.63,"521,727.33",99.53%
832,Kamakahala,Labordia lydgatei,E,12.63,"521,739.96",99.54%
833,Kohe malama malama o kanaloa,Kanaloa kahoolawensis,E,12.63,"521,752.58",99.54%
834,Kopa,Hedyotis schlechtendahliana remyi,E,12.63,"521,765.21",99.54%
835,Lau `ehu,Panicum niihauense,E,12.63,"521,777.83",99.54%
836,Lo`ulu,Pritchardia munroi,E,12.63,"521,790.46",99.54%
837,Lo`ulu,Pritchardia viscosa,E,12.63,"521,803.08",99.55%
838,"Lo`ulu, (=wahane)",Pritchardia aylmer-robinsonii,E,12.63,"521,815.71",99.55%
839,"Love grass, Fosberg's",Eragrostis fosbergii,E,12.63,"521,828.33",99.55%
840,Maua,Xylosma crenatum,E,12.63,"521,840.96",99.55%
841,No common name,Amaranthus brownii,E,12.63,"521,853.58",99.56%
842,No common name,Abutilon eremitopetalum,E,12.63,"521,866.21",99.56%
843,No common name,Stenogyne kanehoana,E,12.63,"521,878.83",99.56%
844,No common name,Phyllostegia glabra lanaiensis,E,12.63,"521,891.46",99.56%
845,No common name,Stenogyne campanulata,E,12.63,"521,904.08",99.57%
846,No common name,Stenogyne bifida,E,12.63,"521,916.71",99.57%
847,No common name,Schiedea kauaiensis,E,12.63,"521,929.33",99.57%
848,No common name,Phyllostegia waimeae,E,12.63,"521,941.96",99.57%
849,No common name,Lysimachia maxima,E,12.63,"521,954.58",99.58%
850,No common name,Tetramolopium remyi,E,12.63,"521,967.21",99.58%
851,No common name,Gahnia lanaiensis,E,12.63,"521,979.83",99.58%
852,Oha,Delissea rivularis,E,12.63,"521,992.46",99.58%
853,`oha wai,Clermontia oblongifolia mauiensis,E,12.63,"522,005.08",99.59%
854,`oha wai,Clermontia oblongifolia brevipes,E,12.63,"522,017.71",99.59%
855,"Remya, Maui",Remya mauiensis,E,12.63,"522,030.33",99.59%
856,"Darter, slackwater",Etheostoma boschungi,T,12.59,"522,042.93",99.59%
857,"Pigtoe, rough",Pleurobema plenum,E,12.58,"522,055.51",99.60%
858,"Geranium, Hawaiian red-flowered",Geranium arboreum,E,12.55,"522,068.06",99.60%
859,"Minnow, Devils River",Dionda diaboli,T,12.5,"522,080.56",99.60%
860,"Combshell, southern",Epioblasma penita,E,12.5,"522,093.06",99.60%
861,"Avens, spreading",Geum radiatum,E,12.5,"522,105.56",99.60%
862,No common name,Hedyotis degeneri,E,12.5,"522,118.06",99.61%
863,"Penny-cress, Kneeland Prairie",Thlaspi californicum,E,12.5,"522,130.56",99.61%
864,"Silversword, Haleakala",Argyroxiphium sandwicense macrocephalum,T,12.5,"522,143.06",99.61%
865,"Darter, goldline",Percina aurolineata,T,12.49,"522,155.55",99.61%
866,`akoko,Chamaesyce herbstii,E,12.33,"522,167.88",99.62%
867,"Blossom, tubercled",Epioblasma torulosa torulosa,E,12.28,"522,180.16",99.62%
868,"Rabbitsfoot, rough",Quadrula cylindrica strigillata,E,12.28,"522,192.43",99.62%
869,"Acornshell, southern",Epioblasma othcaloogensis,E,12.19,"522,204.63",99.62%
870,No common name,Asplenium fragile insulare,E,12.18,"522,216.80",99.63%
871,Kula wahine noho,Isodendrion pyrifolium,E,12.13,"522,228.93",99.63%
872,"Bat, little Mariana fruit",Pteropus tokudae,E,12.0,"522,240.93",99.63%
873,"Akialoa, Kauai",Hemignathus procerus,E,12.0,"522,252.93",99.63%
874,"Broadbill, Guam",Myiagra freycineti,E,12.0,"522,264.93",99.64%
875,"Creeper, Molokai",Paroreomyza flammea,E,12.0,"522,276.93",99.64%
876,"Finch, Nihoa",Telespyza ultima,E,12.0,"522,288.93",99.64%
877,"Mallard, Mariana",Anas oustaleti,E,12.0,"522,300.93",99.64%
878,"Millerbird, Nihoa",Acrocephalus familiaris kingi,E,12.0,"522,312.93",99.64%
879,"`o`o, Kauai",Moho braccatus,E,12.0,"522,324.93",99.65%
880,`o`u,Psittirostra psittacea,E,12.0,"522,336.93",99.65%
881,"Thrush, large Kauai",Myadestes myadestinus,E,12.0,"522,348.93",99.65%
882,"Thrush, Molokai",Myadestes lanaiensis rutha,E,12.0,"522,360.93",99.65%
883,"White-eye, bridled",Zosterops conspicillatus conspicillatus,E,12.0,"522,372.93",99.66%
884,"Snail, Newcomb's",Erinna newcombi,T,12.0,"522,384.93",99.66%
885,"Snail, Stock Island tree",Orthalicus reses,T,12.0,"522,396.93",99.66%
886,"Amphipod, Kauai cave",Spelaeorchestia koloana,E,12.0,"522,408.93",99.66%
887,"Shrimp, Kentucky cave",Palaemonias ganteri,E,12.0,"522,420.93",99.67%
888,`aiea,Nothocestrum peltatum,E,12.0,"522,432.93",99.67%
889,`akoko,Chamaesyce kuwaleana,E,12.0,"522,444.93",99.67%
890,Alani,Melicope ovalis,E,12.0,"522,456.93",99.67%
891,Alani,Melicope munroi,E,12.0,"522,468.93",99.67%
892,Alani,Melicope balloui,E,12.0,"522,480.93",99.68%
893,"Bluegrass, Hawaiian",Poa sandvicensis,E,12.0,"522,492.93",99.68%
894,"Bluegrass, Mann's",Poa mannii,E,12.0,"522,504.93",99.68%
895,Haha,Cyanea mceldowneyi,E,12.0,"522,516.93",99.68%
896,Haha,Cyanea recta,T,12.0,"522,528.93",99.69%
897,Haha,Cyanea mannii,E,12.0,"522,540.93",99.69%
898,Haha,Cyanea glabra,E,12.0,"522,552.93",99.69%
899,Haha,Cyanea hamatiflora hamatiflora,E,12.0,"522,564.93",99.69%
900,Haha,Cyanea remyi,E,12.0,"522,576.93",99.69%
901,Haha,Cyanea lobata,E,12.0,"522,588.93",99.70%
902,Ha`iwale,Cyrtandra limahuliensis,T,12.0,"522,600.93",99.70%
903,"Hedyotis, Na Pali beach",Hedyotis st.-johnii,E,12.0,"522,612.93",99.70%
904,"Ipomopsis, Holy Ghost",Ipomopsis sancti-spiritus,E,12.0,"522,624.93",99.70%
905,Kamakahala,Labordia tinifolia lanaiensis,E,12.0,"522,636.93",99.71%
906,Kaulu,Pteralyxia kauaiensis,E,12.0,"522,648.93",99.71%
907,Koki`o ke`oke`o,Hibiscus waimeae hannerae,E,12.0,"522,660.93",99.71%
908,Koki`o ke`oke`o,Hibiscus arnottianus immaculatus,E,12.0,"522,672.93",99.71%
909,Ko`oko`olau,Bidens micrantha kalealaha,E,12.0,"522,684.93",99.72%
910,Ko`oko`olau,Bidens wiebkei,E,12.0,"522,696.93",99.72%
911,"Lagu, Hyan",Serianthes nelsonii,E,12.0,"522,708.93",99.72%
912,"Laulihilihi, (=Ma`oli`oli)",Schiedea stellarioides,E,12.0,"522,720.93",99.72%
913,Liliwai,Acaena exigua,E,12.0,"522,732.93",99.72%
914,Lo`ulu,Pritchardia remota,E,12.0,"522,744.93",99.73%
915,Lo`ulu,Pritchardia kaalae,E,12.0,"522,756.93",99.73%
916,Lo`ulu,Pritchardia napaliensis,E,12.0,"522,768.93",99.73%
917,Mapele,Cyrtandra cyaneoides,E,12.0,"522,780.93",99.73%
918,Na`ena`e,Dubautia latifolia,E,12.0,"522,792.93",99.74%
919,Na`ena`e,Dubautia plantaginea humilis,E,12.0,"522,804.93",99.74%
920,Na`ena`e,Dubautia pauciflorula,E,12.0,"522,816.93",99.74%
921,Na`ena`e,Dubautia herbstobatae,E,12.0,"522,828.93",99.74%
922,Nani wai`ale`ale,Viola kauaiensis wahiawaensis,E,12.0,"522,840.93",99.75%
923,Nehe,Lipochaeta lobata leptophylla,E,12.0,"522,852.93",99.75%
924,Nehe,Lipochaeta kamolensis,E,12.0,"522,864.93",99.75%
925,Nehe,Lipochaeta tenuifolia,E,12.0,"522,876.93",99.75%
926,Nehe,Lipochaeta micrantha,E,12.0,"522,888.93",99.75%
927,No common name,Schiedea verticillata,E,12.0,"522,900.93",99.76%
928,No common name,Schiedea sarmentosa,E,12.0,"522,912.93",99.76%
929,No common name,Silene alexandri,E,12.0,"522,924.93",99.76%
930,No common name,Hesperomannia lydgatei,E,12.0,"522,936.93",99.76%
931,No common name,Phyllostegia wawrana,E,12.0,"522,948.93",99.77%
932,No common name,Lysimachia lydgatei,E,12.0,"522,960.93",99.77%
933,No common name,Remya montgomeryi,E,12.0,"522,972.93",99.77%
934,No common name,Schiedea spergulina spergulina,T,12.0,"522,984.93",99.77%
935,No common name,Schiedea spergulina leiopoda,E,12.0,"522,996.93",99.77%
936,No common name,Schiedea lydgatei,E,12.0,"523,008.93",99.78%
937,No common name,Schiedea helleri,E,12.0,"523,020.93",99.78%
938,No common name,Schiedea haleakalensis,E,12.0,"523,032.93",99.78%
939,No common name,Platanthera holochila,E,12.0,"523,044.93",99.78%
940,No common name,Lysimachia filifolia,E,12.0,"523,056.93",99.79%
941,No common name,Viola lanaiensis,E,12.0,"523,068.93",99.79%
942,No common name,Viola helenae,E,12.0,"523,080.93",99.79%
943,No common name,Tetramolopium rockii,T,12.0,"523,092.93",99.79%
944,No common name,Munroidendron racemosum,E,12.0,"523,104.93",99.80%
945,Nohoanu,Geranium multiflorum,E,12.0,"523,116.93",99.80%
946,`oha wai,Clermontia samuelii,E,12.0,"523,128.93",99.80%
947,Olulu,Brighamia insignis,E,12.0,"523,140.93",99.80%
948,Pamakani,Tetramolopium capillare,E,12.0,"523,152.93",99.80%
949,Pamakani,Viola chamissoniana chamissoniana,E,12.0,"523,164.93",99.81%
950,Pilo,Hedyotis mannii,E,12.0,"523,176.93",99.81%
951,No common name,Diellia pallida,E,12.0,"523,188.93",99.81%
952,No common name,Diellia unisora,E,12.0,"523,200.93",99.81%
953,"Monkeyface, Appalachian",Quadrula sparsa,E,11.8,"523,212.73",99.82%
954,"Cliff-rose, Arizona",Purshia subintegra,E,11.71,"523,224.44",99.82%
955,"Tiger beetle, Puritan",Cicindela puritana,T,11.61,"523,236.05",99.82%
956,"Mallow, Peter's Mountain",Iliamna corei,E,11.56,"523,247.61",99.82%
957,"Beetle, Tooth Cave ground",Rhadine persephone,E,11.4,"523,259.01",99.82%
958,"Harvestman, Bone Cave",Texella reyesi,E,11.4,"523,270.41",99.83%
959,"Salamander, San Marcos",Eurycea nana,T,11.35,"523,281.76",99.83%
960,"Pitcher-plant, mountain sweet",Sarracenia rubra jonesii,E,11.32,"523,293.08",99.83%
961,"Cactus, Peebles Navajo",Pediocactus peeblesianus peeblesianus,E,11.14,"523,304.22",99.83%
962,"Elktoe, Cumberland",Alasmidonta atropurpurea,E,11.06,"523,315.27",99.84%
963,"Shrew, Dismal Swamp southeastern",Sorex longirostris fisheri,T,11.03,"523,326.30",99.84%
964,"Toad, Puerto Rican crested",Peltophryne lemur,T,11.0,"523,337.30",99.84%
965,"Blossom, turgid",Epioblasma turgidula,E,11.0,"523,348.30",99.84%
966,"Blossom, yellow",Epioblasma florentina florentina,E,11.0,"523,359.30",99.84%
967,"Combshell, upland",Epioblasma metastriata,E,11.0,"523,370.30",99.85%
968,"Ground-plum, Pyne's",Astragalus bibullatus,E,11.0,"523,381.30",99.85%
969,"Pitcher-plant, Alabama canebrake",Sarracenia rubra alabamensis,E,11.0,"523,392.30",99.85%
