,,44,,"Sea turtle, loggerhead (Caretta",,T,,"$923,549",,$0,,"$923,549",,$0,,"$923,549"
,,,,,,,,,,,,,,,,
,,,caretta) - Northwest Atlantic,,,,,,,,,,,,,
,,,,Ocean DPS,,,,,,,,,,,,
,,118,,"Skink, bluetail mole (Eumeces",,T,,$692,,$0,,$692,,$0,,$692
,,,,,,,,,,,,,,,,
,,,egregius lividus),,,,,,,,,,,,,
,,118,,"Skink, sand (Neoseps reynoldsi)",,T,,$692,,$0,,$692,,$0,,$692
,,,,,,,,,,,,,,,,
,,96,,"Snake, copperbelly water",,T,,$0,,"$84,700",,"$84,700",,$0,,"$84,700"
,,,,,,,,,,,,,,,,
,,,(Nerodia erythrogaster,,,,,,,,,,,,,
,,,,"neglecta) - IN, MI, OH",,,,,,,,,,,,
,,5,,"Snake, eastern indigo",,T,,"$49,892",,"$12,620,000",,"$12,669,892",,$0,,"$12,669,892"
,,,,,,,,,,,,,,,,
,,(Drymarchon corais couperi),,,,,,,,,,,,,,
,,41,,"Snake, giant garter (Thamnophis",,T,,"$202,489",,"$1,024,300",,"$1,226,789",,$0,,"$1,226,789"
,,,,,,,,,,,,,,,,
,,,gigas),,,,,,,,,,,,,
,,11,,"Tortoise, desert (Gopherus",,SAT,,$0,,"$7,000,000",,"$7,000,000",,$0,,"$7,000,000"
,,,,,,,,,,,,,,,,
,,,agassizii) - outside/taken from,,,,,,,,,,,,,
,,,,Sonoran Desert,,,,,,,,,,,,
,,101,,"Tortoise, gopher (Gopherus",,T,,"$63,325",,$0,,"$63,325",,$0,,"$63,325"
,,,,,,,,,,,,,,,,
,,,polyphemus) - W of,,,,,,,,,,,,,
,,,,Mobile/Tombigbee Rs.,,,,,,,,,,,,
,,16,,"Turtle, bog (=Muhlenberg)",,T,,"$647,500",,"$4,303,853",,"$4,951,353",,$0,,"$4,951,353"
,,,,,,,,,,,,,,,,
,,,(Clemmys muhlenbergii) -,,,,,,,,,,,,,
,,,,northern,,,,,,,,,,,,
,,101,,"Turtle, ringed map (Graptemys",,T,,"$63,325",,$0,,"$63,325",,$0,,"$63,325"
,,,,,,,,,,,,,,,,
,,,oculifera),,,,,,,,,,,,,
Reptiles,,,,,,,,"$3,253,972",,"$25,881,686",,"$29,135,658",,"$500,000",,"$29,635,658"
,,,,,,,,,,,,,,,,
subtotal,,,,,,,,,,,,,,,,
Amphibians,,56,,"Frog, California red-legged",,T,,$0,,"$577,420",,"$577,420",,$0,,"$577,420"
,,,(Rana draytonii),,,,,,,,,,,,,
,,99,,"Salamander, California tiger",,E,,$0,,"$72,560",,"$72,560",,$0,,"$72,560"
,,,,,,,,,,,,,,,,
,,,(Ambystoma californiense) - CA,,,,,,,,,,,,,
,,,,- Santa Barbara Co.,,,,,,,,,,,,
,,105,,"Salamander, California tiger",,E,,$0,,"$42,560",,"$42,560",,$0,,"$42,560"
,,,,,,,,,,,,,,,,
,,,(Ambystoma californiense) - CA,,,,,,,,,,,,,
,,,,- Sonoma County,,,,,,,,,,,,
,,38,,"Salamander, California tiger",,T,,"$202,489",,"$1,208,860",,"$1,411,349",,$0,,"$1,411,349"
,,,,,,,,,,,,,,,,
,,,(Ambystoma californiense) -,,,,,,,,,,,,,
,,,,Central CA DPS,,,,,,,,,,,,
,,87,,"Salamander, frosted flatwoods",,T,,"$154,024",,$0,,"$154,024",,$0,,"$154,024"
,,,,,,,,,,,,,,,,
,,,(Ambystoma cingulatum),,,,,,,,,,,,,
,,53,,"Salamander, San Marcos",,T,,$0,,$0,,$0,,"$613,542",,"$613,542"
,,,,,,,,,,,,,,,,
,,,(Eurycea nana),,,,,,,,,,,,,
,,53,,"Salamander, Texas blind",,E,,$0,,$0,,$0,,"$613,542",,"$613,542"
,,,,,,,,,,,,,,,,
,,,(Typhlomolge rathbuni),,,,,,,,,,,,,
,,48,,"Toad, arroyo (=arroyo",,E,,"$18,000",,"$875,000",,"$893,000",,$0,,"$893,000"
,,,,,,,,,,,,,,,,
,,southwestern) (Anaxyrus,,,,,,,,,,,,,,
,californicus),,,,,,,,,,,,,,,
Amphibians,,,,,,,,"$374,513",,"$2,776,400",,"$3,150,913",,"$1,227,084",,"$4,377,997"
,,,,,,,,,,,,,,,,
subtotal,,,,,,,,,,,,,,,,
Fishes,,23,,"Chub, Oregon (Oregonichthys",,T,,$0,,"$3,291,726",,"$3,291,726",,$0,,"$3,291,726"
,,,crameri),,,,,,,,,,,,,
,,114,,"Dace, Ash Meadows speckled",,E,,"$15,714",,$0,,"$15,714",,$0,,"$15,714"
,,,,,,,,,,,,,,,,
,,,(Rhinichthys osculus,,,,,,,,,,,,,
,,,,nevadensis),,,,,,,,,,,,
,,53,,"Darter, fountain (Etheostoma",,E,,$0,,$0,,$0,,"$613,542",,"$613,542"
,,,,,,,,,,,,,,,,
,,,fonticola),,,,,,,,,,,,,
,,58,,"Eulachon, Pacific (Thaleichthys",,T,,"$550,833",,$0,,"$550,833",,$0,,"$550,833"
,,,,,,,,,,,,,,,,
,,,pacificus) - Southern DPS,,,,,,,,,,,,,
,,95,,"Gambusia, Pecos (Gambusia",,E,,$0,,"$100,000",,"$100,000",,$0,,"$100,000"
,,,,,,,,,,,,,,,,
,,,nobilis),,,,,,,,,,,,,
,,53,,"Gambusia, San Marcos",,E,,$0,,$0,,$0,,"$613,542",,"$613,542"
,,,,,,,,,,,,,,,,
,,,(Gambusia georgei),,,,,,,,,,,,,
,,79,,"Madtom, Neosho (Noturus",,T,,"$243,250",,$0,,"$243,250",,$0,,"$243,250"
,,,,,,,,,,,,,,,,
,,,placidus),,,,,,,,,,,,,
,,13,,"Minnow, Rio Grande silvery",,E,,$0,,"$5,400,000",,"$5,400,000",,$0,,"$5,400,000"
,,,,,,,,,,,,,,,,
,,,(Hybognathus amarus) - except,,,,,,,,,,,,,
,,,,EXPN,,,,,,,,,,,,
,,34,,"Pikeminnow (=squawfish),",,E,,$0,,"$1,800,000",,"$1,800,000",,$0,,"$1,800,000"
,,,,,,,,,,,,,,,,
,,,Colorado (Ptychocheilus lucius),,,,,,,,,,,,,
,,,,- except Salt and Verde R.,,,,,,,,,,,,
,,,,"drainages, AZ",,,,,,,,,,,,
,,114,,"Pupfish, Ash Meadows",,E,,"$15,714",,$0,,"$15,714",,$0,,"$15,714"
,,,,,,,,,,,,,,,,
,,,Amargosa (Cyprinodon,,,,,,,,,,,,,
,,,,nevadensis mionectes),,,,,,,,,,,,
,,112,,"Pupfish, Comanche Springs",,E,,$0,,"$20,000",,"$20,000",,$0,,"$20,000"
,,,,,,,,,,,,,,,,
,,,(Cyprinodon elegans),,,,,,,,,,,,,
,,114,,"Pupfish, Devils Hole",,E,,"$15,714",,$0,,"$15,714",,$0,,"$15,714"
,,,,,,,,,,,,,,,,
,,,(Cyprinodon diabolis),,,,,,,,,,,,,
,,114,,"Pupfish, Warm Springs",,E,,"$15,714",,$0,,"$15,714",,$0,,"$15,714"
,,,,,,,,,,,,,,,,
,,,(Cyprinodon nevadensis,,,,,,,,,,,,,
,,,,pectoralis),,,,,,,,,,,,
,,108,,"Salmon, Atlantic (Salmo salar) -",,E,,"$26,000",,$0,,"$26,000",,$0,,"$26,000"
,,,,,,,,,,,,,,,,
,,Gulf of Maine DPS,,,,,,,,,,,,,,
,,80,,"Salmon, chinook (Oncorhynchus",,T,,$0,,"$238,000",,"$238,000",,$0,,"$238,000"
,,,,,,,,,,,,,,,,
,,,(=Salmo) tshawytscha) - Snake,,,,,,,,,,,,,
,,,,River fall-run ESU,,,,,,,,,,,,
,,64,,"Salmon, chinook (Oncorhynchus",,T,,$0,,"$514,357",,"$514,357",,$0,,"$514,357"
,,,,,,,,,,,,,,,,
